sample	taxa1	taxa2	taxa3	taxa4	taxa5	taxa6	taxa7	taxa8	taxa9	taxa10	taxa11	taxa12	taxa13	taxa14	taxa15	taxa16	taxa17	taxa18	taxa19	taxa20	taxa21	taxa22	taxa23	taxa24	taxa25	taxa26	taxa27	taxa28	taxa29	taxa30	taxa31	taxa32	taxa33	taxa34	taxa35	taxa36	taxa37	taxa38	taxa39	taxa40	taxa41	taxa42	taxa43	taxa44	taxa45	taxa46	taxa47	taxa48	taxa49	taxa50	taxa51	taxa52	taxa53	taxa54	taxa55	taxa56	taxa57	taxa58	taxa59	taxa60	taxa61	taxa62	taxa63	taxa64	taxa65	taxa66	taxa67	taxa68	taxa69	taxa70	taxa71	taxa72	taxa73	taxa74	taxa75	taxa76	taxa77	taxa78	taxa79	taxa80	taxa81	taxa82	taxa83	taxa84	taxa85	taxa86	taxa87	taxa88	taxa89	taxa90	taxa91	taxa92	taxa93	taxa94	taxa95	taxa96	taxa97	taxa98	taxa99	taxa100	taxa101	taxa102	taxa103	taxa104	taxa105	taxa106	taxa107	taxa108	taxa109	taxa110	taxa111	taxa112	taxa113	taxa114	taxa115	taxa116	taxa117	taxa118	taxa119	taxa120	taxa121	taxa122	taxa123	taxa124	taxa125	taxa126	taxa127	taxa128	taxa129	taxa130	taxa131	taxa132	taxa133	taxa134	taxa135	taxa136	taxa137	taxa138	taxa139	taxa140	taxa141	taxa142	taxa143	taxa144	taxa145	taxa146	taxa147	taxa148	taxa149	taxa150	taxa151	taxa152	taxa153	taxa154	taxa155	taxa156	taxa157	taxa158	taxa159	taxa160	taxa161	taxa162	taxa163	taxa164	taxa165	taxa166	taxa167	taxa168	taxa169	taxa170	taxa171	taxa172	taxa173	taxa174	taxa175	taxa176	taxa177	taxa178	taxa179	taxa180	taxa181	taxa182	taxa183	taxa184	taxa185	taxa186	taxa187	taxa188	taxa189	taxa190	taxa191	taxa192	taxa193	taxa194	taxa195	taxa196	taxa197	taxa198	taxa199	taxa200	taxa201	taxa202	taxa203	taxa204	taxa205	taxa206	taxa207	taxa208	taxa209	taxa210	taxa211	taxa212	taxa213	taxa214	taxa215	taxa216	taxa217	taxa218	taxa219	taxa220	taxa221	taxa222	taxa223	taxa224	taxa225	taxa226	taxa227	taxa228	taxa229	taxa230	taxa231	taxa232	taxa233	taxa234	taxa235	taxa236	taxa237	taxa238	taxa239	taxa240	taxa241	taxa242	taxa243	taxa244	taxa245	taxa246	taxa247	taxa248	taxa249	taxa250	taxa251	taxa252	taxa253	taxa254	taxa255	taxa256	taxa257	taxa258	taxa259	taxa260	taxa261	taxa262	taxa263	taxa264	taxa265	taxa266	taxa267	taxa268	taxa269	taxa270	taxa271	taxa272	taxa273	taxa274	taxa275	taxa276	taxa277	taxa278	taxa279	taxa280	taxa281	taxa282	taxa283	taxa284	taxa285	taxa286	taxa287	taxa288	taxa289	taxa290	taxa291	taxa292	taxa293	taxa294	taxa295	taxa296	taxa297	taxa298	taxa299	taxa300	taxa301	taxa302	taxa303	taxa304	taxa305	taxa306	taxa307	taxa308	taxa309	taxa310	taxa311	taxa312	taxa313	taxa314	taxa315	taxa316	taxa317	taxa318	taxa319	taxa320	taxa321	taxa322	taxa323	taxa324	taxa325	taxa326	taxa327	taxa328	taxa329	taxa330	taxa331	taxa332	taxa333	taxa334	taxa335	taxa336	taxa337	taxa338	taxa339	taxa340	taxa341	taxa342	taxa343	taxa344	taxa345	taxa346	taxa347	taxa348	taxa349	taxa350	taxa351	taxa352	taxa353	taxa354	taxa355	taxa356	taxa357	taxa358	taxa359	taxa360	taxa361	taxa362	taxa363	taxa364	taxa365	taxa366	taxa367	taxa368	taxa369	taxa370	taxa371	taxa372	taxa373	taxa374	taxa375	taxa376	taxa377	taxa378	taxa379	taxa380	taxa381	taxa382	taxa383	taxa384	taxa385	taxa386	taxa387	taxa388	taxa389	taxa390	taxa391	taxa392	taxa393	taxa394	taxa395	taxa396	taxa397	taxa398	taxa399	taxa400	taxa401	taxa402	taxa403	taxa404	taxa405	taxa406	taxa407	taxa408	taxa409	taxa410	taxa411	taxa412	taxa413	taxa414	taxa415	taxa416	taxa417	taxa418	taxa419	taxa420	taxa421	taxa422	taxa423	taxa424	taxa425	taxa426	taxa427	taxa428	taxa429	taxa430	taxa431	taxa432	taxa433	taxa434	taxa435	taxa436	taxa437	taxa438	taxa439	taxa440	taxa441	taxa442	taxa443	taxa444	taxa445	taxa446	taxa447	taxa448	taxa449	taxa450	taxa451	taxa452	taxa453	taxa454	taxa455	taxa456	taxa457	taxa458	taxa459	taxa460	taxa461	taxa462	taxa463	taxa464	taxa465	taxa466	taxa467	taxa468	taxa469	taxa470	taxa471	taxa472	taxa473	taxa474	taxa475	taxa476	taxa477	taxa478	taxa479	taxa480	taxa481	taxa482	taxa483	taxa484	taxa485	taxa486	taxa487	taxa488	taxa489	taxa490	taxa491	taxa492	taxa493	taxa494	taxa495	taxa496	taxa497	taxa498	taxa499	taxa500	taxa501	taxa502	taxa503	taxa504	taxa505	taxa506	taxa507	taxa508	taxa509	taxa510	taxa511	taxa512	taxa513	taxa514	taxa515	taxa516	taxa517	taxa518	taxa519	taxa520	taxa521	taxa522	taxa523	taxa524	taxa525	taxa526	taxa527	taxa528	taxa529	taxa530	taxa531	taxa532	taxa533	taxa534	taxa535	taxa536	taxa537	taxa538	taxa539	taxa540	taxa541	taxa542	taxa543	taxa544	taxa545	taxa546	taxa547	taxa548	taxa549	taxa550	taxa551	taxa552	taxa553	taxa554	taxa555	taxa556	taxa557	taxa558	taxa559	taxa560	taxa561	taxa562	taxa563	taxa564	taxa565	taxa566	taxa567	taxa568	taxa569	taxa570	taxa571	taxa572	taxa573	taxa574	taxa575	taxa576	taxa577	taxa578	taxa579	taxa580	taxa581	taxa582	taxa583	taxa584	taxa585	taxa586	taxa587	taxa588	taxa589	taxa590	taxa591	taxa592	taxa593	taxa594	taxa595	taxa596	taxa597	taxa598	taxa599	taxa600	taxa601	taxa602	taxa603	taxa604	taxa605	taxa606	taxa607	taxa608	taxa609	taxa610	taxa611	taxa612	taxa613	taxa614	taxa615	taxa616	taxa617	taxa618	taxa619	taxa620	taxa621	taxa622	taxa623	taxa624	taxa625	taxa626	taxa627	taxa628	taxa629	taxa630	taxa631	taxa632	taxa633	taxa634	taxa635	taxa636	taxa637	taxa638	taxa639	taxa640	taxa641	taxa642	taxa643	taxa644	taxa645	taxa646	taxa647	taxa648	taxa649	taxa650	taxa651	taxa652	taxa653	taxa654	taxa655	taxa656	taxa657	taxa658	taxa659	taxa660	taxa661	taxa662	taxa663	taxa664	taxa665	taxa666	taxa667	taxa668	taxa669	taxa670	taxa671	taxa672	taxa673	taxa674	taxa675	taxa676	taxa677	taxa678	taxa679	taxa680	taxa681	taxa682	taxa683	taxa684	taxa685	taxa686	taxa687	taxa688	taxa689	taxa690	taxa691	taxa692	taxa693	taxa694	taxa695	taxa696	taxa697	taxa698	taxa699	taxa700	taxa701	taxa702	taxa703	taxa704	taxa705	taxa706	taxa707	taxa708	taxa709	taxa710	taxa711	taxa712	taxa713	taxa714	taxa715	taxa716	taxa717	taxa718
1A	0	388	0	69	86	145	57	228	97	117	0	5	32	0	0	95	39	573	0	57	20	5	0	0	18	10	0	3	0	23	0	12	1	1151	0	3	34	81	0	0	0	2	5	11	12	9	29	0	15	12	10	0	0	2	3	0	0	1	0	0	0	0	0	8	2	151	0	0	0	15	0	0	0	48	105	0	0	0	0	0	66	87	0	0	0	0	0	5	0	0	0	0	11	0	0	0	0	0	0	0	0	0	15	0	0	17	0	1	0	0	0	1	0	0	11	3	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2A	0	0	485	9	0	504	476	0	302	812	558	36	429	53	339	44	82	694	22	0	0	16	39	5	159	0	0	21	0	0	0	23	35	0	286	49	33	0	29	0	2	35	1	21	57	79	0	17	3	12	2	0	1	1	0	6	0	0	0	0	0	0	12	0	2	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	13	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3A	1291	0	175	136	45	0	298	0	338	931	345	90	386	55	109	17	85	93	23	0	0	33	106	28	210	0	0	24	0	0	0	146	65	0	17	20	0	0	0	18	5	15	0	21	23	0	0	35	8	12	17	0	0	17	0	6	3	0	0	35	0	0	32	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4A	1132	0	750	12	0	488	597	0	105	749	372	31	554	54	23	58	134	106	20	267	0	45	156	0	34	0	0	7	0	0	0	78	49	0	0	4	17	0	0	0	7	15	0	25	0	41	0	16	4	8	0	0	0	11	0	1	0	5	0	2	6	0	30	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5A	1843	503	310	194	565	231	658	0	111	251	247	99	242	18	21	2	69	4	30	190	0	10	33	2	190	0	0	16	45	0	0	0	97	0	22	0	0	0	0	10	1	11	0	19	0	0	0	9	6	6	0	1	29	7	3	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6A	2353	0	11	623	950	0	94	5	203	0	39	0	101	7	11	0	20	12	0	0	0	7	26	0	15	0	0	0	0	0	0	5	0	10	4	0	5	0	0	0	0	4	0	18	5	0	0	5	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7A	0	0	169	537	7	0	1268	0	347	136	613	95	413	149	81	4	0	1099	198	0	1	77	302	23	49	0	0	53	0	0	0	96	118	0	0	4	32	0	0	0	0	2	2	99	0	0	0	45	0	15	0	0	8	2	25	8	0	0	0	0	0	0	29	0	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
