col_id	kingdom	phylum	class	order	family	genus
COL146	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Faecalicatena
COL147	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Liquorilactobacillus
COL148	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas
COL149	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma
COL150	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
COL151	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella
COL152	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
COL153	Bacteria	Pseudomonadota	NA	NA	NA	NA
COL154	Bacteria	Bacillota	Clostridia	Christensenellales	Christensenellaceae	Christensenella
COL155	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Sharpea
COL156	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Synergistes
COL157	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella
COL158	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia
COL159	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
COL160	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
COL161	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
COL162	Bacteria	Bacillota	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus
COL163	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Muricomes
COL164	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodospirillales	NA	NA
COL165	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Oceanivirga
COL166	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia
COL167	Bacteria	NA	NA	NA	NA	NA
COL168	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lentilactobacillus
COL169	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Turicimonas
COL170	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	NA
COL171	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
COL172	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter
COL173	Bacteria	Bacillota	Clostridia	Lachnospirales	NA	NA
COL174	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructobacillus
COL175	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium
COL176	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Rhodococcus
COL177	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Oenococcus
COL178	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CHKCI002
COL179	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia
COL180	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	NA
COL181	Bacteria	Thermodesulfobacteriota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella
COL182	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Phocea
COL183	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Ignatzschineria
COL184	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
COL185	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus
COL186	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Coprobacillus
COL187	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
COL188	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
COL189	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
COL190	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Fastidiosipila
COL191	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum
COL192	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia
COL193	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
COL194	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium
COL195	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Anoxybacillus
COL196	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinatimonas
COL197	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
COL198	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus
COL199	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Eggerthia
COL200	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta
COL201	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
COL202	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Pyramidobacter
COL203	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus
COL204	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x
COL205	Bacteria	Bacillota	Bacilli	NA	NA	NA
COL206	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	Laribacter
COL207	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
COL208	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
COL209	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	CHKCI001
COL210	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
COL211	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
COL212	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Extibacter
COL213	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Conservatibacter
COL214	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus
COL215	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter
COL216	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella
COL217	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter
COL218	Bacteria	Bacillota	Bacilli	Bacillales	NA	NA
COL219	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia
COL220	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Longibaculum
COL221	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	NA
COL222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella
COL223	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum
COL224	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
COL225	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium
COL226	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus
COL227	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pseudocitrobacter
COL228	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA
COL229	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus
COL230	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava
COL231	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
COL232	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Franconibacter
COL233	Bacteria	Deinococcota	Deinococci	Thermales	Thermaceae	Thermus
COL234	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Catenibacillus
COL235	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lactonifactor
COL236	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus
COL237	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermatophilaceae	Dermatophilus
COL238	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium
COL239	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
COL240	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
COL241	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor
COL242	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dubosiella
COL243	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
COL244	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter
COL245	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niabella
COL246	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas
COL247	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella
COL248	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Micropruina
COL249	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	SD04E11
COL250	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Sporobacter
COL251	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	NA
COL252	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoclostridium
COL253	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
COL254	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Luteimonas
COL255	Bacteria	Bacillota	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus
COL256	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Pseudoscardovia
COL257	Bacteria	Bacillota	NA	NA	NA	NA
COL258	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	FD2005
COL259	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	A2
COL260	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus
COL261	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	ASF356
COL262	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor
COL263	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia
COL264	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Anaerobiospirillum
COL265	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Rickettsiella
COL266	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter
COL267	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
COL268	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	DTU089
COL269	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	NA
COL270	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter
COL271	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea
COL272	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
COL273	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	NA	NA
COL274	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Kineothrix
COL275	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium
COL276	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora
COL277	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter
COL278	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus
COL279	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Kurthia
COL280	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Microterricola
COL281	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermabacteraceae	Brachybacterium
COL282	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Frigoribacterium
COL283	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter
COL284	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Mammaliicoccus
COL285	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	Kineococcus
COL286	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea
COL287	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium
COL288	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Glutamicibacter
COL289	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Dietziaceae	Dietzia
COL290	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter
COL291	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces
COL292	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium
COL293	Bacteria	Actinomycetota	Actinobacteria	Kineosporiales	Kineosporiaceae	Quadrisphaera
COL294	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lederbergia
COL295	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Planococcus
COL296	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Shouchella
COL297	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola
COL298	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus
COL299	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
COL300	Bacteria	Bacillota	Bacilli	Exiguobacterales	Exiguobacteraceae	Exiguobacterium
COL301	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Endobacterium
COL302	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Falsochrobactrum
COL303	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Kroppenstedtia
COL304	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	NA	NA
COL305	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia
COL306	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Plantibacter
COL307	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Litchfieldia
COL308	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylorubrum
COL309	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus
COL310	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	NA
COL311	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Nocardiopsidaceae	Nocardiopsis
COL312	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
COL313	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Okibacterium
COL314	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium
COL315	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter
COL316	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	NA
COL317	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus
COL318	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus
COL319	Bacteria	Bacillota	Bacilli	Lactobacillales	Listeriaceae	Listeria
COL320	Bacteria	Bacillota	Clostridia	Eubacteriales	Garciellaceae	Rhabdanaerobium
COL321	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
COL322	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas
COL323	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus
COL324	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Stackebrandtia
COL325	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Bradyrhizobium
COL326	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes
COL327	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaeromicropila
COL328	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus
COL329	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus
COL330	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	NA
COL331	Bacteria	Bacillota	Bacilli	Acholeplasmatales	Acholeplasmataceae	NA
COL332	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Cellulomonadaceae	Oerskovia
COL333	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
COL334	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Asinibacterium
COL335	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Asanoa
COL336	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Saccharibacillus
COL337	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Beutenbergiaceae	Salana
COL338	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Lysinibacillus
COL339	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lapidilactobacillus
COL340	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces
COL341	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Brevibacteriaceae	Sediminivirga
COL342	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Bhargavaea
COL343	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga
COL344	Bacteria	Bacillota	Bacilli	Bacillales	Marinococcaceae	Natribacillus
COL345	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Rubellimicrobium
COL346	Bacteria	Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
COL347	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Aureimonas
COL348	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	NA
COL349	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Bounagaea
COL350	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia
COL351	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter
COL352	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
COL353	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter
COL354	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Ileibacterium
COL355	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Culicoidibacter
COL356	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
COL357	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
COL358	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Devosiaceae	Devosia
COL359	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Alkalihalophilus
COL360	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Nakamurellaceae	NA
COL361	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	Klenkia
COL362	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalibaculum
COL363	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
COL364	Bacteria	Bacillota	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	Symbiobacterium
COL365	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
COL366	NA	NA	NA	NA	NA	NA
COL367	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Duffyella
COL368	Bacteria	Bacillota	Clostridia	Eubacteriales	Alkalibacteraceae	Alkalibaculum
COL369	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Enhygromyxa
COL370	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Thermobacillus
COL371	Bacteria	Bacillota	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter
COL372	Bacteria	Bacillota	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
COL373	Bacteria	Bacillota	Clostridia	Eubacteriales	Garciellaceae	Irregularibacter
COL374	Bacteria	Bacillota	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA
COL375	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
COL376	Bacteria	Myxococcota	Myxococcia	Myxococcales	Vulgatibacteraceae	Vulgatibacter
COL377	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
COL378	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter
COL379	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halanaerobiaceae	Halocella
COL380	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia
COL381	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
COL382	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
COL383	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alishewanella
COL384	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter
COL385	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Limnohabitans
COL386	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Rarimicrobium
COL387	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Rheinheimera
COL388	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Rurimicrobium
COL389	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Niveispirillum
COL390	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospira
COL391	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum
COL392	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
COL393	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA
COL394	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter
COL395	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
COL396	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
COL397	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tabrizicola
COL398	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
COL399	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum
COL400	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
COL401	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Blastocatella
COL402	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus
COL403	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus
COL404	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
COL405	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio
COL406	Bacteria	Bacillota	Bacilli	Bacillales	Marinococcaceae	Marinococcus
COL407	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Dermabacteraceae	NA
COL408	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia
COL409	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum
COL410	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
COL411	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
COL412	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Johnsonella
COL413	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Mobiluncus
COL414	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis
COL415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
COL416	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA
COL417	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter
COL418	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Chryseomicrobium
COL419	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	DSSF69
COL420	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Gluconobacter
COL421	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	NA
COL422	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Halobacillus
