col_id	kingdom	phylum	class	order	family	genus
COL423	Bacteria	Pseudomonadota	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	Caedibacter
COL424	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
COL425	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylophilus
COL426	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Acidipropionibacterium
COL427	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus
COL428	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Chitinimonadaceae	Chitinimonas
COL429	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Globicatella
COL430	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Bosea
COL431	Bacteria	Pseudomonadota	Gammaproteobacteria	Rickettsiellales	Rickettsiellaceae	Aquicella
COL432	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
COL433	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA
COL434	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella
COL435	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum
COL436	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter
COL437	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida
COL438	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Pararhodobacter
COL439	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium
COL440	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
COL441	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
COL442	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseotalea
COL443	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
COL444	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
COL445	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
COL446	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
COL447	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas
COL448	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Xylanibacter
COL449	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
COL450	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	DEV114
COL451	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Giesbergeria
COL452	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
COL453	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera
COL454	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum
COL455	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Ercella
COL456	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas
COL457	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
COL458	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	Z20
COL459	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Macellibacteroides
COL460	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
COL461	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Flectobacillus
COL462	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA
COL463	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
COL464	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium
COL465	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Shinella
COL466	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
COL467	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomataceae	Sandaracinomonas
COL468	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Murimonas
COL469	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Priestia
COL470	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Ectobacillus
COL471	Bacteria	Pseudomonadota	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
COL472	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Fictibacillus
COL473	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
COL474	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	UTCFX1
COL475	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium
COL476	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Mesobacillus
COL477	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Neobacillus
COL478	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	NA
COL479	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	Pelotomaculum
COL480	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Anaerotaenia
COL481	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Terribacillus
COL482	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga
COL483	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Archangium
COL484	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas
COL485	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea
COL486	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
COL487	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Ammoniphilus
COL488	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Arenimonas
COL489	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium
COL490	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	NA
COL491	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Niallia
COL492	Bacteria	Bacillota	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	Dethiobacter
COL493	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
COL494	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
COL495	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea
COL496	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
COL497	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Opitutus
COL498	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	Polycyclovorans
COL499	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067
COL500	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter
COL501	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter
COL502	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Desertimonas
COL503	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium
COL504	Bacteria	Bacillota	Bacilli	Haloplasmatales	Haloplasmataceae	Haloplasma
COL505	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	Ellin517
COL506	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter
COL507	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
COL508	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Ensifer
COL509	Bacteria	Myxococcota	Polyangiia	Nannocystales	Nannocystaceae	Nannocystis
COL510	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
COL511	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea
COL512	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata
COL513	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	RS25G
COL514	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
COL515	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea
COL516	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	ADurb
COL517	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
COL518	Bacteria	Bacillota	Clostridia	Clostridiales	Oxobacteraceae	Oxobacter
COL519	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium
COL520	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera
COL521	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Gottfriedia
COL522	Bacteria	Thermodesulfobacteriota	Desulfuromonadia	Geobacterales	Geobacteraceae	NA
COL523	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter
COL524	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA
COL525	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Opitutales	Opitutaceae	Oleiharenicola
COL526	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
COL527	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amaricoccus
COL528	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Limnobacter
COL529	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Permianibacter
COL530	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
COL531	Bacteria	Pseudomonadota	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
COL532	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Aquimonas
COL533	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Enterovirga
COL534	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	NA
COL535	Bacteria	Actinomycetota	Actinobacteria	Frankiales	Geodermatophilaceae	NA
COL536	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Zavarzinella
COL537	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Aridibacter
COL538	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
COL539	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Arboricoccus
COL540	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Acetivibrio
COL541	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Planifilum
COL542	Bacteria	Actinomycetota	Thermoleophilia	NA	NA	NA
COL543	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Cytobacillus
COL544	Bacteria	Pseudomonadota	Gammaproteobacteria	Salinisphaerales	Nevskiaceae	Panacagrimonas
COL545	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter
COL546	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	Desulfotomaculum
COL547	Bacteria	Bacillota	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Novibacillus
COL548	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix
COL549	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura
COL550	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter
COL551	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium
COL552	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Fuscovulum
COL553	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055
COL554	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
COL555	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter
COL556	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
COL557	Bacteria	Pseudomonadota	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella
COL558	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Anaerobacterium
COL559	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
COL560	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Mariniblastus
COL561	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylobacillus
COL562	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfitobacterium
COL563	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA
COL564	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Arenimicrobium
COL565	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
COL566	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia
COL567	Bacteria	Bacillota	Clostridia	Thermincolales	Thermincolaceae	Thermincola
COL568	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter
COL569	Bacteria	Bacillota	Bacilli	Bacillales	Planococcaceae	Domibacillus
COL570	Bacteria	Chloroflexota	NA	NA	NA	NA
COL571	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae	Sandaracinus
COL572	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Sorangium
COL573	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Oceanicella
COL574	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosospira
COL575	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus
COL576	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Hydrogenoanaerobacterium
COL577	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Planctopirus
COL578	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Neochlamydia
COL579	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhodomicrobiaceae	Rhodomicrobium
COL580	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
COL581	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Pseudoxanthomonas
COL582	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	NA
COL583	Bacteria	Halanaerobiaeota	Halanaerobiia	Halanaerobiales	Halobacteroidaceae	Anoxybacter
COL584	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Hassallia
COL585	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Ohtaekwangia
COL586	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Geminicoccus
COL587	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Puia
COL588	Bacteria	Sumerlaeota	Sumerlaeia	Sumerlaeales	Sumerlaeaceae	Sumerlaea
COL589	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema
COL590	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Pseudorhodoplanes
COL591	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587
COL592	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	Oligoflexus
COL593	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Rhodoplanes
COL594	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Ahniella
