taxon	projection	kingdom	phylum	class	order	family	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
Bacteria||Bacillota||Clostridia||Clostridiales||Incertae Sedis	noneurope	Bacteria	Bacillota	Clostridia	Clostridiales	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Clostridia||Clostridiales||NA	noneurope	Bacteria	Bacillota	Clostridia	Clostridiales	NA	-0.000633470721679158	-0.000816137515278478	0.00153512053210327	0.00113627496114589	0.00112677857441706	2.03686147965956e-05	0.000603417909572006	0.00159027795874496
Bacteria||Bacillota||Clostridia||Clostridiales||Oxobacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Clostridiales	Oxobacteraceae	-3.52033492435423e-05	-8.50661100966262e-05	0.000108583897566546	-9.14018250242818e-05	0.000184513646690716	-2.29551361060918e-05	-0.000252819560100156	0.000126685523171295
Bacteria||Bacillota||Clostridia||Eubacteriales||Alkalibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Eubacteriales	Alkalibacteraceae	-0.000506127210333651	7.40484486630438e-05	0.000207155845862109	-0.000332480446993577	-0.000350839980844048	0.00074435078177983	-0.000853422870225692	0.000782973038880188
Bacteria||Bacillota||Clostridia||Eubacteriales||Anaerofustaceae	noneurope	Bacteria	Bacillota	Clostridia	Eubacteriales	Anaerofustaceae	-0.011461365803728	-0.0031432826753841	-0.00624138363548161	0.0170275347586848	0.0143853974302146	0.00697473195098823	0.00116920324050013	0.00412078861419843
Bacteria||Bacillota||Clostridia||Eubacteriales||Eubacteriaceae	noneurope	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	-0.0161586784287836	-0.0178080412932204	-0.0063119420724312	0.00831045349895799	0.00652540625051642	0.000321487719503304	-0.00417235434629121	0.00554188762821917
Bacteria||Bacillota||Clostridia||Eubacteriales||Garciellaceae	noneurope	Bacteria	Bacillota	Clostridia	Eubacteriales	Garciellaceae	-0.000666205314085385	4.47070776327712e-05	-3.68227775479844e-06	-0.000170675177138233	-0.000473524241315476	0.000952961154173107	-0.00102559351835302	0.00117244823411194
Bacteria||Bacillota||Clostridia||Eubacteriales||NA	noneurope	Bacteria	Bacillota	Clostridia	Eubacteriales	NA	-9.00339413142022e-05	5.5586405536104e-05	-6.69178978966252e-05	5.6346918957913e-05	0.000146851616893213	0.000434496656000212	-4.82893383250824e-05	-3.29897379662089e-05
Bacteria||Bacillota||Clostridia||Incertae Sedis||Gracilibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Incertae Sedis	Gracilibacteraceae	-6.9346503252912e-06	-6.06701341263806e-05	-5.83231111922548e-06	-1.62385674844108e-05	2.45008832104496e-05	7.51851600470418e-06	3.81673881645939e-06	-6.17203890251853e-05
Bacteria||Bacillota||Clostridia||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Bacillota	Clostridia	Incertae Sedis	Incertae Sedis	-0.00569490963987122	0.00323175566243917	0.00668414223769096	0.00186965037043833	0.00771977999669406	0.0164668420718205	-0.000230682603411059	0.000168188602106335
Bacteria||Bacillota||Clostridia||Incertae Sedis||NA	noneurope	Bacteria	Bacillota	Clostridia	Incertae Sedis	NA	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Clostridia||Lachnospirales||Defluviitaleaceae	noneurope	Bacteria	Bacillota	Clostridia	Lachnospirales	Defluviitaleaceae	-0.0416721452768395	0.0160131561519426	-0.00485428563314759	0.0300640990356503	0.0361601942672974	0.0924250451986939	-0.0177948079770716	0.0179185928906027
Bacteria||Bacillota||Clostridia||Lachnospirales||Incertae Sedis	noneurope	Bacteria	Bacillota	Clostridia	Lachnospirales	Incertae Sedis	-3.17595573139955e-05	-1.3442281174964e-05	0.000107314520654808	3.27445672617859e-05	0.000203125191168616	4.56007902288829e-05	-5.88958103173209e-05	3.933537610091e-05
Bacteria||Bacillota||Clostridia||Lachnospirales||Lachnospiraceae	noneurope	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	0.567466507213874	0.026770296237427	-0.0453582807522951	-0.179106321372327	-0.223589776963466	0.276828589127522	-0.0595415756371975	-0.0448799961635852
Bacteria||Bacillota||Clostridia||Lachnospirales||NA	noneurope	Bacteria	Bacillota	Clostridia	Lachnospirales	NA	-0.00384071861952093	0.00221584509361945	-0.000813020990200125	0.00295367227750327	0.00319749370695027	0.00818563520483184	-0.00193974306864652	0.00077194119086876
Bacteria||Bacillota||Clostridia||MAT-CR-H4-C10||Incertae Sedis	noneurope	Bacteria	Bacillota	Clostridia	MAT-CR-H4-C10	Incertae Sedis	-0.00035595955836391	-0.000105753439607438	0.00092810350575636	-2.1435268845622e-05	0.00083881340315356	-0.000114398260489515	0.000568791748608185	0.00048147325755481
Bacteria||Bacillota||Clostridia||Monoglobales||Monoglobaceae	noneurope	Bacteria	Bacillota	Clostridia	Monoglobales	Monoglobaceae	-0.101655489482363	0.0270123343109445	0.0166564965766322	-0.0219667143866826	-0.0291879073843879	-0.00559454462718996	-0.00425656648928743	-0.0416982614034522
Bacteria||Bacillota||Clostridia||NA||NA	noneurope	Bacteria	Bacillota	Clostridia	NA	NA	-0.0678051286016544	0.0200640260396803	0.0155865318585713	0.0192661685234345	0.0434188125365959	0.107904939800007	-0.0185335657942033	0.0112090902014307
Bacteria||Bacillota||Clostridia||Oscillospirales||Butyricicoccaceae	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	-0.0970026647770355	0.00838016736941559	0.00696227479228681	-0.04766694571164	-0.028599887663048	-0.0233583383026883	-0.025391483227178	-0.0346546581902417
Bacteria||Bacillota||Clostridia||Oscillospirales||Ethanoligenenaceae	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	Ethanoligenenaceae	-0.00862172142912011	0.00122327252260043	-0.00790168304060278	0.00297861358122272	0.00778730605590705	0.0115192722726789	-0.00365109609445681	0.00541339407224763
Bacteria||Bacillota||Clostridia||Oscillospirales||Incertae Sedis	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	Incertae Sedis	-0.00699662266312658	0.00432648935845557	-0.000965167380383074	0.00204737872244848	0.00886148615426104	0.0233768981935263	-0.00561922948999245	0.00106529203075197
Bacteria||Bacillota||Clostridia||Oscillospirales||NA	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	NA	-0.0461940071403546	0.0199020300985937	-0.0139752419534972	0.011791132742823	0.0242674809883968	0.0992933227294811	-0.0247214181164564	0.015232677782176
Bacteria||Bacillota||Clostridia||Oscillospirales||Oscillospiraceae	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	0.179246083344941	-0.16610003232375	-0.0603429895612053	-0.0102596529984515	-0.161119564121697	-0.49272709218913	0.122002748454771	-0.0223800838464428
Bacteria||Bacillota||Clostridia||Oscillospirales||Ruminococcaceae	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	0.457419621961122	-0.103718067829734	-0.0707160318173466	-0.185226946422412	-0.186714279308571	-0.00103495225035979	-0.0502018090161723	-0.0218805936841096
Bacteria||Bacillota||Clostridia||Oscillospirales||UCG-010	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-010	-0.0501008023953939	0.00649997583004817	0.0203513526022071	0.0254376645991156	0.0316469561448874	0.035300067895406	-0.00661098589224084	0.0130699846535312
Bacteria||Bacillota||Clostridia||Oscillospirales||UCG-011	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	UCG-011	-0.0117767299314572	0.0051774950287481	-0.00364914296683268	0.00419009815504293	0.0113059596094038	0.0336067405833246	-0.00698719234151456	0.00210415838689116
Bacteria||Bacillota||Clostridia||Oscillospirales||[Eubacterium] coprostanoligenes group	noneurope	Bacteria	Bacillota	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	0.0412320572157109	-0.0463702725950633	-0.0362432011569268	-0.0698397783673334	-0.106311981660838	-0.299161038591822	0.00394415140340411	-0.0340827662867848
Bacteria||Bacillota||Clostridia||Peptococcales||Peptococcaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptococcales	Peptococcaceae	-0.0661332709183252	0.032616372467902	0.0325407766167769	0.00638839662713949	0.0403699787863205	0.125277673794588	-0.0368464985025699	0.0126892936091223
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Acidaminobacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Acidaminobacteraceae	-3.02658270922807e-05	-0.000110783592678591	0.000117335572626568	-6.19523394855161e-05	0.000215632105999728	-3.62080885896818e-05	-0.000425489355478759	6.90368854935068e-05
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Anaerovoracaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	-0.135617499220933	0.0271209223538447	0.0262657043655135	0.0138120089489411	-0.00569988976092813	0.0227487476264243	-0.00872989286360333	-0.00573008109044772
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Caldisalinibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Caldisalinibacteraceae	-7.54155185567982e-06	-3.18674705060987e-05	9.5438927868494e-06	-2.05642348114102e-06	4.78684037896316e-05	2.78270503205019e-05	-2.9670077368562e-05	-1.84264749824074e-06
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Caminicellaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Caminicellaceae	-1.28307178020934e-05	-1.28355454947307e-05	2.52535316104385e-05	-1.97335667767667e-05	5.89270981600464e-05	-4.00117982087106e-07	-6.60126150775847e-05	3.06953990474286e-05
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Clostridiisalibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Clostridiisalibacteraceae	-8.57476556105686e-06	-1.49942753288131e-05	3.82829889562848e-05	-1.70377473080685e-05	6.92903466262859e-05	-1.95264023602066e-05	-0.000127783704822879	3.78598667705937e-05
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Dethiosulfatibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	9.59808842915095e-07	-3.94372735879394e-06	1.54089262829403e-05	-1.90601430953054e-05	-1.76132427920064e-05	-3.05677925745509e-06	-1.4236648939661e-05	3.08245730515702e-06
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Family XI	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family XI	-0.0287748701057142	-0.0538317280663962	-0.0464096013571658	0.0185150141952491	0.0403348085459873	0.0632171618801424	-0.0384656976928674	0.0133635182648707
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Fusibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	-0.000103970159632275	-0.000216100551903846	0.000440999911885661	-0.000196355918166245	0.000816708467871401	-9.74738866961906e-05	-0.00124693555324582	0.000332078288270865
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||GoM-GC232-4463-Bac1	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	GoM-GC232-4463-Bac1	-1.50213201105676e-08	-1.11996942425668e-05	4.55091284642412e-05	-2.32967410363008e-05	5.41251020755156e-05	-3.25294934039867e-05	-0.000123633913448957	4.72177614420776e-05
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Gottschalkiaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Gottschalkiaceae	-4.84527451970791e-05	-7.39164570971247e-05	-1.41544929207066e-05	-9.1953162847806e-05	0.000171581634833601	0.000106032040029597	-9.94278862712477e-05	-3.50240194804281e-05
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Incertae Sedis	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Incertae Sedis	-0.00031015266475297	-0.0002103059138228	0.000266029021929756	-0.000239345236630966	-0.000198660334027586	0.00069040812748878	-0.000634426768173785	0.000507759193167692
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||NA	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	NA	-0.00330338012813855	-0.00142824063630573	0.0038897998999083	0.00132927225562461	0.00387248456416775	0.000387375134460638	0.000311972835493582	0.00164058067404536
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Natronincolaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Natronincolaceae	-0.00117185545117584	-0.0013498967332811	0.00132668164558174	0.000136012135185554	0.00263561863696773	-0.00276010866703495	-0.000780944197911735	0.00210903975951373
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Peptostreptococcaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	-0.0271607755279724	0.0533126711515327	-0.0566575223647544	-0.160521754053843	-0.325541545149677	0.11824295973406	-0.117175541054291	-0.139748589098203
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Proteiniboraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Proteiniboraceae	-2.08617472866126e-05	-9.92854820765211e-05	4.98644074820035e-05	2.07235105467235e-05	0.000144882294349093	6.42701842577273e-05	-4.1443843830623e-05	-9.41868048977015e-05
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Sedimentibacteraceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Sedimentibacteraceae	-0.000231196306940251	-0.000269272005922186	0.000163108268805673	-0.000222962649161415	0.000666321921599924	0.000231173716110473	-0.00089784932936845	0.000192817631647238
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Thermotaleaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Thermotaleaceae	-1.05830338949138e-05	4.5176066730699e-06	-1.40550415163193e-05	3.74407801487352e-05	8.92445164255985e-05	1.61967557662918e-06	2.63058845563795e-06	-3.20421495833363e-06
Bacteria||Bacillota||Clostridia||Peptostreptococcales-Tissierellales||Tindalliaceae	noneurope	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Tindalliaceae	-4.58053044558091e-05	1.12027131539972e-05	-3.21318172066425e-06	4.60024897932774e-05	-1.95287206192516e-05	-1.41420329273435e-05	-6.51833896399857e-05	3.51538149643076e-05
Bacteria||Bacillota||Clostridia||Proteinivoracales||Proteinivoracaceae	noneurope	Bacteria	Bacillota	Clostridia	Proteinivoracales	Proteinivoracaceae	-3.9478112482471e-05	-0.000130520649682903	0.000118111820927975	-2.36582196814401e-05	0.000316024504907536	5.17402521448991e-05	-0.000228993799513983	-7.8873404916688e-05
Bacteria||Bacillota||Clostridia||Thermincolales||Thermincolaceae	noneurope	Bacteria	Bacillota	Clostridia	Thermincolales	Thermincolaceae	-2.71532025770751e-05	-8.67743899835417e-05	8.65578977994274e-05	-4.25072594777053e-05	0.000135328999296693	3.37914041800151e-05	-0.000182729371223666	2.52635792333591e-05
Bacteria||Bacillota||D8A-2||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Bacillota	D8A-2	Incertae Sedis	Incertae Sedis	-8.22175337671195e-05	-5.68928337578922e-05	0.000161535326531804	-8.64773021285027e-05	0.000212464825927077	-2.84129220382447e-05	-0.000563916267430216	3.52368754409258e-05
Bacteria||Bacillota||Desulfitobacteriia||Desulfitobacteriales||Desulfitobacteriaceae	noneurope	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	-9.90868349401003e-05	-0.000201969131626785	7.48163176849901e-05	-0.000100835654304544	0.000185054601637614	2.71672189542656e-05	-0.000496997199532324	4.70793241982034e-05
Bacteria||Bacillota||Desulfitobacteriia||Desulfitobacteriales||Heliobacteriaceae	noneurope	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Heliobacteriaceae	-3.61741631813522e-05	-0.000132070985523758	0.000177818036424746	-7.47259082492792e-05	0.000187633602964461	-0.000110664653447517	-0.000504988976143915	0.00014167270913332
Bacteria||Bacillota||Desulfitobacteriia||Desulfitobacteriales||Incertae Sedis	noneurope	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Incertae Sedis	-1.96635691542984e-06	-7.63691492021673e-06	2.51532599365808e-05	-1.2077408390735e-05	7.51330578716852e-05	-2.69389682806127e-05	-5.75378773752245e-05	3.30130825366208e-05
Bacteria||Bacillota||Desulfitobacteriia||Desulfitobacteriales||NA	noneurope	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	NA	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Desulfitobacteriia||Desulfitobacteriales||Syntrophobotulaceae	noneurope	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	Syntrophobotulaceae	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Desulfotomaculia||Ammonifexales||Desulforudaceae	noneurope	Bacteria	Bacillota	Desulfotomaculia	Ammonifexales	Desulforudaceae	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Desulfotomaculia||Ammonifexales||NA	noneurope	Bacteria	Bacillota	Desulfotomaculia	Ammonifexales	NA	-2.01058043485803e-06	-4.52596683305307e-06	8.733588206591e-06	-1.89799333603175e-06	2.66068408751351e-05	-2.01188914326286e-05	-6.39652547821413e-05	1.62074573738338e-05
Bacteria||Bacillota||Desulfotomaculia||Carboxydothermales||Carboxydothermaceae	noneurope	Bacteria	Bacillota	Desulfotomaculia	Carboxydothermales	Carboxydothermaceae	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Desulfotomaculia||Desulfotomaculales||Desulfotomaculaceae	noneurope	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	Desulfotomaculaceae	-5.05690705786817e-05	-0.000165050216018972	4.99469510722035e-05	-8.26489500553386e-05	0.0001932856555496	8.20941004038535e-05	-0.000159395981528824	9.49327672510915e-07
Bacteria||Bacillota||Desulfotomaculia||Desulfotomaculales||Desulfotomaculales Incertae Sedis	noneurope	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	Desulfotomaculales Incertae Sedis	-2.58726382059751e-05	-3.72880750521367e-05	0.000195954630933092	-5.87678623821621e-05	0.000231545116813439	-0.000135626130523106	-0.000575798676041251	0.000260809603833007
Bacteria||Bacillota||Desulfotomaculia||Desulfotomaculales||Desulfurisporaceae	noneurope	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	Desulfurisporaceae	-3.99059271009242e-05	-5.45716976506489e-05	0.000111637326707092	-1.88781806913492e-05	0.000190001475083977	4.20701098119182e-05	-0.000199103106682435	5.52575623570834e-05
Bacteria||Bacillota||Desulfotomaculia||Desulfotomaculales||NA	noneurope	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	NA	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Desulfotomaculia||Desulfotomaculales||Pelotomaculaceae	noneurope	Bacteria	Bacillota	Desulfotomaculia	Desulfotomaculales	Pelotomaculaceae	-7.78727562593876e-05	-0.000253785284428228	0.00021239455648427	-8.46751909572821e-05	0.00025307315065317	2.22742452971856e-05	-0.000399680382696002	5.90461132177977e-05
Bacteria||Bacillota||Desulfotomaculia||NA||NA	noneurope	Bacteria	Bacillota	Desulfotomaculia	NA	NA	-3.37695227940859e-06	-1.66651662369131e-05	1.41895336508779e-05	-1.1079495292734e-05	3.93672975708903e-05	-6.78940249106057e-06	-2.91554729277539e-05	-1.76162896925956e-05
Bacteria||Bacillota||Dethiobacteria||Dethiobacterales||Dethiobacteraceae	noneurope	Bacteria	Bacillota	Dethiobacteria	Dethiobacterales	Dethiobacteraceae	-4.8117504268949e-05	-1.10946314974446e-05	-3.74440087542994e-05	-2.73269316764336e-05	0.000139023683619552	9.41648917500185e-05	-0.000111337183368758	0.000141119231588623
Bacteria||Bacillota||Incertae Sedis||DTU014||Incertae Sedis	noneurope	Bacteria	Bacillota	Incertae Sedis	DTU014	Incertae Sedis	-0.00621813013787098	0.00474148878998883	-0.0024681124096279	-0.00176122374775562	0.00418674864364984	0.0193321085940608	-0.00760423766742742	-0.000416683458874003
Bacteria||Bacillota||Incertae Sedis||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Bacillota	Incertae Sedis	Incertae Sedis	Incertae Sedis	-0.00481093447025382	0.00274623707598515	-0.00417438912604433	0.000753405513498263	0.00433626568542905	0.0153087646374411	-0.00446247301280291	0.00181606664216252
Bacteria||Bacillota||Limnochordia||B55-F-B-G02||Incertae Sedis	noneurope	Bacteria	Bacillota	Limnochordia	B55-F-B-G02	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Limnochordia||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Bacillota	Limnochordia	Incertae Sedis	Incertae Sedis	-0.000164101720067709	-0.000296167858007846	0.000816729375085613	-0.00032586323894679	0.00110270424395262	-0.000382314078735578	-0.00217567439717492	0.000614099719143343
Bacteria||Bacillota||Limnochordia||Limnochordales||Incertae Sedis	noneurope	Bacteria	Bacillota	Limnochordia	Limnochordales	Incertae Sedis	-1.0491124437997e-05	5.74247689694817e-06	3.89417051590955e-05	-1.30567903993358e-05	6.02756450627824e-05	-1.57961118449743e-06	-0.000118662579960444	1.31264647604525e-05
Bacteria||Bacillota||Limnochordia||Limnochordales||Limnochordaceae	noneurope	Bacteria	Bacillota	Limnochordia	Limnochordales	Limnochordaceae	-4.03534115082036e-05	-0.000154942692334731	0.000142705452102346	-0.000155231116434049	0.000231457646936688	-8.86834790862147e-05	-0.000434628686208179	7.02672931460796e-05
Bacteria||Bacillota||Limnochordia||M55-D21||Incertae Sedis	noneurope	Bacteria	Bacillota	Limnochordia	M55-D21	Incertae Sedis	-6.68190666477643e-05	-6.46821824634864e-05	0.000520180517821333	-0.000100078739240395	0.000580687295828809	-0.000160372077828103	-0.00113804277587127	0.000277320038316658
Bacteria||Bacillota||Limnochordia||MBA03||Incertae Sedis	noneurope	Bacteria	Bacillota	Limnochordia	MBA03	Incertae Sedis	-3.74517925313585e-05	-0.00024257284149786	-4.58647917059918e-05	0.000130169440221599	6.52806890541932e-06	0.000104696914016207	0.000238233373331596	0.000204100250420113
Bacteria||Bacillota||Limnochordia||NA||NA	noneurope	Bacteria	Bacillota	Limnochordia	NA	NA	-6.18278019775056e-06	8.04082606178573e-07	4.92592575115837e-05	-3.89245213903216e-05	6.29597155050048e-06	-3.1569010589979e-05	-0.00011650469372992	4.01277170305472e-05
Bacteria||Bacillota||Moorellia||Calderihabitantales||Calderihabitantaceae	noneurope	Bacteria	Bacillota	Moorellia	Calderihabitantales	Calderihabitantaceae	-9.7449798096105e-06	-8.90781840255334e-06	6.49009162546428e-06	-1.13826412582117e-05	2.28473295046465e-05	-5.85800884182461e-06	-3.96021637136087e-05	1.63166805150982e-05
Bacteria||Bacillota||Moorellia||Desulfitibacterales||Desulfitibacteraceae	noneurope	Bacteria	Bacillota	Moorellia	Desulfitibacterales	Desulfitibacteraceae	-0.000133915230285298	-7.93996394211461e-05	4.06581191226748e-05	-3.8895864029408e-05	0.000505843441991961	0.000407541273044534	-0.000340980774295676	-7.18447159741565e-05
Bacteria||Bacillota||Moorellia||Moorellales||Moorellaceae	noneurope	Bacteria	Bacillota	Moorellia	Moorellales	Moorellaceae	1.09649039746151e-06	3.08245257556626e-06	4.04078617267276e-05	-1.09555024117615e-05	3.16777100731733e-05	-3.64113219327671e-05	-0.000107923944650125	2.9109854678479e-05
Bacteria||Bacillota||Moorellia||NA||NA	noneurope	Bacteria	Bacillota	Moorellia	NA	NA	0	0	0	0	0	0	0	0
Bacteria||Bacillota||NA||NA||NA	noneurope	Bacteria	Bacillota	NA	NA	NA	-0.0377388813896658	-0.00151581810372514	0.00678297074212879	0.00296080265968448	0.00822620410033662	0.0568708391914767	-0.00966809976358333	0.0275782180100405
Bacteria||Bacillota||Natranaerobiia||Natranaerobiales||Natranaerobiaceae	noneurope	Bacteria	Bacillota	Natranaerobiia	Natranaerobiales	Natranaerobiaceae	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Negativicutes||Acidaminococcales||Acidaminococcaceae	noneurope	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	0.0313286389088346	-0.0726580449851667	0.00388956061673838	0.0995593079902752	0.0183443804577247	-0.0582153502372778	0.0635514314320773	0.178929007350894
Bacteria||Bacillota||Negativicutes||Incertae Sedis||Incertae Sedis	noneurope	Bacteria	Bacillota	Negativicutes	Incertae Sedis	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Bacillota||Negativicutes||NA||NA	noneurope	Bacteria	Bacillota	Negativicutes	NA	NA	-0.000352394508306988	0.0003021864340991	0.000482821485088029	-0.000288065024909454	9.85016823474678e-05	0.000644614866887237	-0.000220460492476568	-0.000214020665632613
Bacteria||Bacillota||Negativicutes||Veillonellales-Selenomonadales||Incertae Sedis	noneurope	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Incertae Sedis	-8.19598477252975e-06	-1.38703416457967e-05	9.26891503772458e-06	-2.490255336891e-05	3.23779066285538e-05	6.49324715777311e-06	-4.02972893232547e-05	9.4234150342971e-06
Bacteria||Bacillota||Negativicutes||Veillonellales-Selenomonadales||NA	noneurope	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	NA	-0.0021910743020795	-0.0020877062640296	0.00386037928014589	0.000399041632566274	-0.00248977595572493	0.00201850882035998	0.00292034123898923	0.00665546431242977
Bacteria||Bacillota||Negativicutes||Veillonellales-Selenomonadales||Selenomonadaceae	noneurope	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	0.00339214393490194	-0.0106452013979224	-0.0070094243750721	0.0157524597695211	0.0563714994163104	0.0682009943045961	-0.035275839997198	0.00630708999299383
Bacteria||Bacillota||Negativicutes||Veillonellales-Selenomonadales||Sporomusaceae	noneurope	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	-0.000513773815111531	-0.000402773376677127	0.00157264154134632	-0.000852146848213171	0.00245054996035813	-0.000273357787368666	-0.00480645536850725	0.00138412703557223
Bacteria||Bacillota||Negativicutes||Veillonellales-Selenomonadales||Veillonellaceae	noneurope	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	0.0902394553799332	0.138695770473808	-0.220711125055598	0.0673716162786275	0.379350879853413	-0.141055428595868	-0.170976925715331	-0.820918173923864
Bacteria||Bacillota||Sulfobacillia||Sulfobacillales||Sulfobacillaceae	noneurope	Bacteria	Bacillota	Sulfobacillia	Sulfobacillales	Sulfobacillaceae	-6.2655350368728e-05	-2.90162514103124e-05	0.000312201333016978	-5.96843502455029e-05	0.00048738322261773	3.01580112986752e-05	-0.000715769683828406	0.00014560391510609
Bacteria||Bacillota||Symbiobacteriia||Symbiobacteriales||Symbiobacteraceae	noneurope	Bacteria	Bacillota	Symbiobacteriia	Symbiobacteriales	Symbiobacteraceae	-4.63086542507187e-05	-0.000163207795585867	7.14424659482175e-05	-9.85626824720772e-05	0.00022501005998151	-9.03856440817992e-05	-0.000268195846050118	-7.15597393466128e-05
