taxon	projection	kingdom	phylum	class	order	family	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8
Archaea||Aenigmarchaeota||Aenigmarchaeia||Aenigmarchaeales||Incertae Sedis	full	Archaea	Aenigmarchaeota	Aenigmarchaeia	Aenigmarchaeales	Incertae Sedis	-3.60583580259814e-06	-1.04775892026309e-05	4.65235405424289e-06	-2.7300130964069e-06	1.29341843250299e-05	-1.49765055162792e-05	-1.68601562840358e-06	6.54489256128849e-06
Archaea||Aenigmarchaeota||Deep Sea Euryarchaeotic Group(DSEG)||Incertae Sedis||Incertae Sedis	full	Archaea	Aenigmarchaeota	Deep Sea Euryarchaeotic Group(DSEG)	Incertae Sedis	Incertae Sedis	-1.61691923250551e-06	-3.5192790522609e-06	-3.02760980867844e-06	-4.65988548205981e-06	1.59595561544656e-05	-2.53799871266502e-06	-3.66976162603783e-07	-4.24682523661457e-08
Archaea||Altiarchaeota||Altiarchaeia||Altiarchaeales||Altiarchaeaceae	full	Archaea	Altiarchaeota	Altiarchaeia	Altiarchaeales	Altiarchaeaceae	-2.04398785064175e-06	-3.29761188717914e-06	-2.20281780336992e-06	-3.25149295709974e-06	1.46791183093329e-05	-1.3111383853061e-05	-2.00662003335952e-05	3.00131886257771e-06
Archaea||Asgardarchaeota||Incertae Sedis||Incertae Sedis||Incertae Sedis	full	Archaea	Asgardarchaeota	Incertae Sedis	Incertae Sedis	Incertae Sedis	3.57065564060566e-08	1.0661944427337e-07	1.45838838783163e-08	2.13222087291909e-07	-2.34528238496345e-08	-3.27983860209935e-07	4.62082694784732e-07	9.23496016463909e-08
Archaea||Asgardarchaeota||Lokiarchaeia||Incertae Sedis||Incertae Sedis	full	Archaea	Asgardarchaeota	Lokiarchaeia	Incertae Sedis	Incertae Sedis	-2.78523136498787e-07	-1.15127286093308e-06	1.1454320620434e-06	-1.13243589228151e-06	3.05802184810688e-06	4.22375859510105e-07	-5.22884544978258e-07	1.06021499066133e-07
Archaea||Halobacteriota||ANME-1||ANME-1b||Incertae Sedis	full	Archaea	Halobacteriota	ANME-1	ANME-1b	Incertae Sedis	1.0842021724855e-19	-2.22044604925031e-16	-9.43689570931383e-16	3.88578058618805e-16	-4.44089209850063e-16	3.88578058618805e-16	6.93889390390723e-17	1.2490009027033e-16
Archaea||Halobacteriota||Archaeoglobi||Archaeoglobales||Archaeoglobaceae	full	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	-6.7762635780344e-21	1.38777878078145e-17	5.55111512312578e-16	2.77555756156289e-17	-9.0205620750794e-17	1.66533453693773e-16	4.5102810375397e-17	8.46545056276682e-16
Archaea||Halobacteriota||Halobacteria||Halobacterales||Halobacteriaceae	full	Archaea	Halobacteriota	Halobacteria	Halobacterales	Halobacteriaceae	-6.1350129995331e-05	-5.33048698109218e-05	4.70651501960351e-05	-1.34425989095441e-05	5.59618038742382e-05	-0.000118716730135249	8.92635014079525e-05	-0.000122687314664454
Archaea||Halobacteriota||Halobacteria||Halobacterales||Halococcaceae	full	Archaea	Halobacteriota	Halobacteria	Halobacterales	Halococcaceae	-1.5173308245274e-06	-1.19691351993332e-05	-4.11393571622676e-06	-2.23182048145754e-05	-1.50145845795868e-05	-2.80888303914872e-05	-2.82223761890014e-05	-1.13905787385571e-06
Archaea||Halobacteriota||Halobacteria||Halobacterales||Haloferacaceae	full	Archaea	Halobacteriota	Halobacteria	Halobacterales	Haloferacaceae	-4.1570342009241e-05	-0.000174624968155073	-0.000148727295613466	-0.000261669699863298	3.33141921367297e-06	-0.00030858848832277	-0.000385769477032373	5.90355147943034e-05
Archaea||Halobacteriota||Halobacteria||Halobacterales||Halomicrobiaceae	full	Archaea	Halobacteriota	Halobacteria	Halobacterales	Halomicrobiaceae	1.29062166470993e-05	-0.000126223294559269	-9.96461765362389e-05	-0.000116207963592851	5.08241361171224e-05	-0.000234847496715207	-0.000407999413812296	0.000120283045399738
Archaea||Halobacteriota||Halobacteria||Halobacterales||Incertae Sedis	full	Archaea	Halobacteriota	Halobacteria	Halobacterales	Incertae Sedis	1.64015610421569e-07	1.50482352784682e-06	-1.24744309787719e-06	-1.39362172715263e-05	-9.60704272778834e-06	9.5731316556158e-06	6.06761391663824e-06	-4.80589250395624e-06
Archaea||Halobacteriota||Halobacteria||Halobacterales||NA	full	Archaea	Halobacteriota	Halobacteria	Halobacterales	NA	2.96982392684462e-06	-5.27022768282262e-05	-7.26074730680011e-05	-0.00020244834417707	-0.000107056792754662	-0.000150916353685637	-0.000268604182699483	6.81416097163545e-05
Archaea||Halobacteriota||Incertae Sedis||Incertae Sedis||Incertae Sedis	full	Archaea	Halobacteriota	Incertae Sedis	Incertae Sedis	Incertae Sedis	0	6.7762635780344e-21	4.33680868994202e-19	1.73472347597681e-17	6.93889390390723e-17	6.66133814775094e-16	1.52655665885959e-16	-1.33226762955019e-15
Archaea||Halobacteriota||Methanocellia||Methanocellales||Incertae Sedis	full	Archaea	Halobacteriota	Methanocellia	Methanocellales	Incertae Sedis	0	0	-5.42101086242752e-20	-1.73472347597681e-18	-2.77555756156289e-17	1.38777878078145e-17	0	-2.77555756156289e-16
Archaea||Halobacteriota||Methanocellia||Methanocellales||Methanocellaceae	full	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	-8.62969046998287e-06	-6.01189785649269e-06	1.23407513732548e-05	2.15221854874459e-06	-1.86367995978244e-06	-3.68145608796305e-05	7.03419437350639e-06	1.06813041791665e-05
Archaea||Halobacteriota||Methanomicrobia||Methanomicrobiales||Incertae Sedis	full	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Incertae Sedis	-3.36789755350716e-06	-2.29725104358547e-06	9.16869596665401e-06	-1.74855718707811e-05	6.19735271154085e-06	-1.14211845442524e-05	-4.21551344065296e-06	6.14321328047673e-06
Archaea||Halobacteriota||Methanomicrobia||Methanomicrobiales||Methanocorpusculaceae	full	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	-7.13246765480453e-05	-1.72612123597746e-05	7.95555136122888e-06	-0.000213840699556391	0.000110281810663527	8.34669595012397e-05	-0.000114928993350749	-0.000113597948153105
Archaea||Halobacteriota||Methanomicrobia||Methanomicrobiales||Methanomicrobiaceae	full	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	-1.75492530889275e-05	-1.42955961771012e-05	-1.69202544816531e-06	-2.65773014264798e-05	4.55103384689217e-05	-6.02194073359708e-06	-2.92858106896166e-05	5.2270481595007e-05
Archaea||Halobacteriota||Methanomicrobia||Methanomicrobiales||Methanoregulaceae	full	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	-5.36171399176668e-06	-2.27477441055957e-05	2.03593368502784e-05	-9.97365842879369e-06	1.9907522796661e-05	1.07678484388743e-05	7.45926217506077e-06	-3.72446685514179e-05
Archaea||Halobacteriota||Methanomicrobia||Methanomicrobiales||Methanospirillaceae	full	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	8.13334616708271e-07	-1.44764743626631e-05	-1.46251079172214e-05	-3.07932279700758e-05	1.32193582429727e-05	-3.02480177783415e-05	-5.22964628030254e-05	3.01410437269709e-05
Archaea||Halobacteriota||Methanomicrobia||Methanomicrobiales||NA	full	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	NA	0	-3.02922587604869e-28	-2.58493941422821e-26	1.2573145310806e-22	9.3173624197973e-21	-1.62630325872826e-19	8.67361737988404e-19	4.33680868994202e-18
Archaea||Halobacteriota||Methanosarcinia||Methanosarcinales||ANME-2c	full	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	ANME-2c	-1.18073227900397e-06	-9.61432313051356e-08	-3.93331702253683e-06	-7.67468790951021e-06	3.1811530088423e-06	-3.93949820029791e-06	-8.54606244937066e-06	7.03719110556301e-06
Archaea||Halobacteriota||Methanosarcinia||Methanosarcinales||Methanoperedenaceae	full	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanoperedenaceae	-3.88567746605478e-05	4.83463374340964e-06	-1.59578849437043e-06	-5.10086561898289e-05	-5.69055123871138e-05	1.90791207453364e-05	-2.36872527620683e-05	-2.92728841768731e-05
Archaea||Halobacteriota||Methanosarcinia||Methanosarcinales||Methanosaetaceae	full	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosaetaceae	-2.98852882843033e-05	-6.64598141095554e-05	-1.41550808036371e-05	-8.36273918924877e-05	3.65026371903687e-05	-3.39837824521245e-05	-9.91834230425485e-05	6.02634957127325e-05
Archaea||Halobacteriota||Methanosarcinia||Methanosarcinales||Methanosarcinaceae	full	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	-0.000243932355048092	-1.44571459179496e-05	-2.63713486128307e-05	-0.000150057013580336	-0.000154890471829719	0.000360100341676201	-0.000399266387380676	-0.000144894365318423
Archaea||Halobacteriota||NA||NA||NA	full	Archaea	Halobacteriota	NA	NA	NA	-9.18779868175915e-07	-1.62325409612616e-05	3.86122300532818e-06	2.93192307256391e-06	3.95372040795051e-06	-1.10862621875538e-06	-3.81029274225422e-06	1.26866225014229e-05
Archaea||Hydrothermarchaeota||Hydrothermarchaeia||Hydrothermarchaeales||Incertae Sedis	full	Archaea	Hydrothermarchaeota	Hydrothermarchaeia	Hydrothermarchaeales	Incertae Sedis	0	-1.80555932286303e-35	-9.86076131526265e-32	7.57306469012171e-29	5.16987882845642e-26	-8.27180612553028e-24	1.27054942088145e-21	2.5410988417629e-21
Archaea||Iainarchaeota||Iainarchaeia||Iainarchaeales||Iainarchaeaceae	full	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Iainarchaeaceae	-3.1127298535668e-06	-1.26177544873331e-06	-7.98939836686546e-06	-2.36249792155467e-05	-5.72150048446144e-06	-2.90052462321187e-05	-2.13338697454086e-05	1.44956066929219e-05
Archaea||Iainarchaeota||Iainarchaeia||Iainarchaeales||Incertae Sedis	full	Archaea	Iainarchaeota	Iainarchaeia	Iainarchaeales	Incertae Sedis	0	2.82118644197349e-37	9.62964972193618e-34	1.18329135783152e-30	8.07793566946316e-28	-1.03397576569128e-25	1.65436122510606e-23	3.97046694025453e-23
Archaea||Methanobacteriota||Methanobacteria||Methanobacteriales||Methanobacteriaceae	full	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	-0.0149414567764471	0.00481236808402323	0.00632291909252211	-0.0277896065014766	-0.00246607423600612	0.000978034346452189	-0.00837284635115368	0.0106828782606134
Archaea||Methanobacteriota||Methanobacteria||Methanobacteriales||Methanothermobacteriaceae	full	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteriaceae	-3.82583628602297e-06	-2.59749040844835e-05	-4.24285419063949e-06	-2.14126438818564e-05	3.21905102223245e-06	-2.47371227661899e-05	-9.50706471143063e-06	3.70587936709292e-05
Archaea||Methanobacteriota||Methanococci||Methanococcales||Methanococcaceae	full	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	-9.32281387475932e-06	8.94905657191666e-06	-3.81983958304378e-05	1.26362238635535e-06	4.7275888748851e-05	-1.80727434111758e-05	1.53036381866347e-05	-3.70603054637697e-05
Archaea||Methanobacteriota||Thermococci||Methanofastidiosales||Incertae Sedis	full	Archaea	Methanobacteriota	Thermococci	Methanofastidiosales	Incertae Sedis	6.92314621377424e-08	5.57981784359943e-07	-4.27906245120176e-07	-4.75778724112099e-06	-3.34027844308907e-06	3.2069773067929e-06	2.26288331971653e-06	-1.63467520693072e-06
Archaea||Methanobacteriota||Thermococci||Methanofastidiosales||Methanofastidiosaceae	full	Archaea	Methanobacteriota	Thermococci	Methanofastidiosales	Methanofastidiosaceae	-1.20082956346004e-05	-5.61249439706494e-08	-7.13516247694134e-07	-9.7145900684416e-06	1.56408847226239e-05	1.06113624416441e-05	-3.30601230210858e-05	6.51227441895602e-06
Archaea||Methanobacteriota||Thermococci||Methanofastidiosales||NA	full	Archaea	Methanobacteriota	Thermococci	Methanofastidiosales	NA	-2.85003822560757e-07	3.18612775654422e-07	2.05204006258472e-08	-8.66207072045948e-07	1.28629573767347e-07	-1.02245648731007e-06	-8.47888990589416e-07	4.44885383243993e-07
Archaea||Methanobacteriota||Thermococci||Thermococcales||Thermococcaceae	full	Archaea	Methanobacteriota	Thermococci	Thermococcales	Thermococcaceae	0	2.15239444120292e-42	0	3.52648305246686e-37	7.70371977754894e-34	3.94430452610506e-31	0	2.01948391736579e-28
Archaea||Micrarchaeota||Micrarchaeia||Micrarchaeales||Incertae Sedis	full	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Incertae Sedis	-4.5535984604684e-06	-1.30893584649207e-05	-8.91747402553953e-06	-1.89115464915548e-05	-2.68102680814591e-05	-3.57534085939896e-05	-2.78674538488775e-05	1.38675978702168e-05
Archaea||Micrarchaeota||Micrarchaeia||Micrarchaeales||Micrarchaeaceae	full	Archaea	Micrarchaeota	Micrarchaeia	Micrarchaeales	Micrarchaeaceae	0	0	0	0	0	0	-1.57772181044202e-30	-1.26217744835362e-29
Archaea||NA||NA||NA||NA	full	Archaea	NA	NA	NA	NA	-0.000114821177931836	-0.000170526805338581	0.000112965785702477	3.76530647681213e-05	0.000147023050822569	3.53928895923407e-05	-7.04349385483242e-05	-9.38594259471179e-05
Archaea||Nanoarchaeota||Nanoarchaeia||NA||NA	full	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	-2.18076988468941e-06	-2.07092225340075e-06	-6.21977127123057e-06	-4.58167659690567e-06	5.67039371761634e-06	-2.06243729685627e-06	-4.8161524555937e-06	1.01079397224151e-05
Archaea||Nanoarchaeota||Nanoarchaeia||Pacearchaeales||Incertae Sedis	full	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	Incertae Sedis	-3.70558002558537e-05	-0.000149681062439338	-4.21895299794205e-05	-0.000220537070863109	-2.40166754471155e-05	-0.000135555078164731	-0.000214221011349984	0.000185596308829578
Archaea||Nanoarchaeota||Nanoarchaeia||Woesearchaeales||GW2011	full	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	GW2011	-2.65778856010105e-07	-3.92530430996026e-07	-8.78496390008238e-07	-2.57207574246793e-06	-2.56878312036513e-06	-3.02138578918639e-06	-2.36187676057166e-06	8.52392594159174e-07
Archaea||Nanoarchaeota||Nanoarchaeia||Woesearchaeales||Incertae Sedis	full	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Incertae Sedis	-5.09204104133362e-05	-1.36497258153359e-05	-5.08020601024173e-05	-0.000188334699920234	-5.8114062268818e-05	-6.9367852286689e-05	-0.000149219914245363	9.69100330453235e-05
Archaea||Nanoarchaeota||Nanoarchaeia||Woesearchaeales||NA	full	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	-1.30551430172978e-06	1.35437932675343e-06	-3.51634350053679e-07	-6.44237248386406e-06	-8.91179157423069e-06	-1.13878897463212e-05	-7.45256806487811e-06	1.51561504612006e-06
Archaea||Nanohaloarchaeota||Nanosalinia||Nanosalinales||Nanosalinaceae	full	Archaea	Nanohaloarchaeota	Nanosalinia	Nanosalinales	Nanosalinaceae	-4.82712455312449e-06	-1.68294762538957e-05	-4.8671891429078e-05	-0.00016155915093233	-8.95932843810146e-05	-8.77581529902943e-05	-0.000114241729006986	-1.69365533982006e-05
Archaea||Thermoplasmatota||Thermoplasmata||BSLdp215||Incertae Sedis	full	Archaea	Thermoplasmatota	Thermoplasmata	BSLdp215	Incertae Sedis	-2.02878014799238e-07	-2.56350824041723e-07	-7.92548548233814e-08	-1.42055712489235e-06	-1.93882491673826e-07	-7.62685083996095e-07	-4.97041452078784e-07	1.73819656043498e-06
Archaea||Thermoplasmatota||Thermoplasmata||Incertae Sedis||Incertae Sedis	full	Archaea	Thermoplasmatota	Thermoplasmata	Incertae Sedis	Incertae Sedis	-7.58441245014674e-06	-2.43612189508342e-05	-3.4272239205005e-05	-5.82561135176245e-05	2.33746392937879e-05	-6.79920436158292e-05	-9.50007950551683e-05	4.44071336272406e-05
Archaea||Thermoplasmatota||Thermoplasmata||Marine Group II||Incertae Sedis	full	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	Incertae Sedis	-2.57405998047685e-05	-4.66465739260045e-05	-1.7141806847168e-05	-9.62684520874452e-05	3.39853699506724e-05	-0.000107406419166962	-9.27056480432107e-05	5.35106153648855e-05
Archaea||Thermoplasmatota||Thermoplasmata||Methanomassiliicoccales||Incertae Sedis	full	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Incertae Sedis	-4.71319546234571e-05	1.02745169660648e-05	-6.13489705444543e-06	-9.11916259386488e-05	-7.02880636788119e-05	5.85444569315777e-05	-5.9483554033033e-05	-3.12200686690974e-06
Archaea||Thermoplasmatota||Thermoplasmata||Methanomassiliicoccales||Methanomassiliicoccaceae	full	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	-0.00143387763383279	0.000930647846621764	0.00123339615948551	0.000669473270004535	0.0029055770306614	0.00205092311484008	-0.00306877336877721	0.000466141774868857
Archaea||Thermoplasmatota||Thermoplasmata||Methanomassiliicoccales||Methanomethylophilaceae	full	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	-0.00184698893749586	0.00157364987437464	-0.00120946109528987	-0.00475719069629495	0.00370762088763431	0.00305309014879386	-0.00176200776102804	0.00261540701589669
Archaea||Thermoplasmatota||Thermoplasmata||NA||NA	full	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	-5.91744659351768e-07	-1.59194644802738e-05	-1.51715308248958e-05	-3.38752821373002e-05	-1.03146850540806e-05	-3.73395874875444e-05	-4.87120822384997e-05	2.25225462554762e-05
Archaea||Thermoplasmatota||Thermoplasmata||SG8-5||Incertae Sedis	full	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	Incertae Sedis	0	0	0	0	0	0	1.97302823776934e-42	2.52547614434476e-40
Archaea||Thermoplasmatota||Thermoplasmata||Thermoplasmatales||Ferroplasmataceae	full	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Ferroplasmataceae	-7.52820366552267e-06	-3.42293095554085e-05	-3.04647151628697e-05	9.78582256007381e-06	2.95551959039073e-05	4.17294183578475e-06	4.3132205703903e-05	1.13599183403215e-06
Archaea||Thermoplasmatota||Thermoplasmata||Thermoplasmatales||Thermoplasmataceae	full	Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	2.62747919751272e-07	-1.53119489808598e-06	-1.83064805729865e-08	-5.97360432135259e-06	-4.76165814323206e-06	-7.26206870179627e-06	-2.25025180373694e-07	5.49411101529931e-06
Archaea||Thermoproteota||Bathyarchaeia||Incertae Sedis||Incertae Sedis	full	Archaea	Thermoproteota	Bathyarchaeia	Incertae Sedis	Incertae Sedis	-0.000210626427876493	3.40162124260394e-05	-3.25841432877814e-05	-0.000369764474986091	-0.000265505270866394	0.000206679281797755	-0.000302717172860882	0.000121199879094126
Archaea||Thermoproteota||Methanomethylicia||Methanomethyliales||Methanomethyliaceae	full	Archaea	Thermoproteota	Methanomethylicia	Methanomethyliales	Methanomethyliaceae	-5.74165845188362e-05	7.50568299382305e-06	-8.50047811249605e-06	-6.41216097674182e-05	-0.000138152258382186	6.15450478124746e-05	-5.35569593012167e-05	-2.6433293508471e-05
Archaea||Thermoproteota||NA||NA||NA	full	Archaea	Thermoproteota	NA	NA	NA	0	0	0	0	0	0	-4.37905770101505e-47	5.25486924121806e-45
Archaea||Thermoproteota||Nitrososphaeria||Caldarchaeales||Caldiarchaeaceae	full	Archaea	Thermoproteota	Nitrososphaeria	Caldarchaeales	Caldiarchaeaceae	0	0	0	0	0	0	-2.62743462060903e-46	2.31214246613595e-44
Archaea||Thermoproteota||Nitrososphaeria||Group 1||1c	full	Archaea	Thermoproteota	Nitrososphaeria	Group 1	1c	-3.15181068575169e-05	-1.14338687620069e-05	1.81322040833702e-05	-6.31685597624271e-05	-3.7185412368123e-05	6.12453967315e-05	-9.42045875634456e-06	2.95940079762046e-05
Archaea||Thermoproteota||Nitrososphaeria||Incertae Sedis||Incertae Sedis	full	Archaea	Thermoproteota	Nitrososphaeria	Incertae Sedis	Incertae Sedis	-0.000161736257594794	4.01263859392701e-05	4.11955521255193e-05	-0.000147569452383511	-0.000181543894701899	0.000318808680704484	-7.77286236694458e-05	6.43462456569678e-06
Archaea||Thermoproteota||Nitrososphaeria||Marine Benthic Group A||Incertae Sedis	full	Archaea	Thermoproteota	Nitrososphaeria	Marine Benthic Group A	Incertae Sedis	-1.16701441153813e-09	-5.47554110808048e-06	-2.74748573881122e-06	-1.59587681017259e-05	3.47870923356361e-06	-3.44690896132661e-06	-5.71579911372006e-06	7.17897413961713e-06
Archaea||Thermoproteota||Nitrososphaeria||NA||NA	full	Archaea	Thermoproteota	Nitrososphaeria	NA	NA	-8.78206875942555e-06	6.04854552608599e-06	-1.68788008699596e-06	-1.07723228416854e-05	-2.45969469481358e-05	8.79740406922128e-06	-8.59981227072818e-06	6.6784693659668e-06
Archaea||Thermoproteota||Nitrososphaeria||Nitrosocaldales||Nitrosocaldaceae	full	Archaea	Thermoproteota	Nitrososphaeria	Nitrosocaldales	Nitrosocaldaceae	0	0	0	0	0	0	1.57646077236542e-45	-9.10844001811131e-45
Archaea||Thermoproteota||Nitrososphaeria||Nitrosopumilales||Nitrosopumilaceae	full	Archaea	Thermoproteota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	-9.05058063283877e-05	-0.000203835514761149	-4.67535195274825e-05	-0.0003046678016765	0.000200800278677367	-0.000389109597428073	-0.000458210876591217	0.000196860379700825
Archaea||Thermoproteota||Nitrososphaeria||Nitrososphaerales||Nitrososphaeraceae	full	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	-0.000196126564860696	-0.000253892357067619	-5.69533336234253e-05	-0.000590091984217077	2.73547085458529e-05	-0.000466495254189043	-0.000619134269379346	0.000183567883762578
Archaea||Thermoproteota||Nitrososphaeria||Nitrosotaleales||Nitrosotaleaceae	full	Archaea	Thermoproteota	Nitrososphaeria	Nitrosotaleales	Nitrosotaleaceae	-0.000284438646298636	5.73011030446156e-06	2.19818179980103e-06	-0.00040129245250017	-0.000326919678694781	0.000269147431565254	-0.0003278888513338	7.26570297437298e-05
Archaea||Thermoproteota||Nitrososphaeria||SCGC AB-179-E04||Incertae Sedis	full	Archaea	Thermoproteota	Nitrososphaeria	SCGC AB-179-E04	Incertae Sedis	-3.25796420877508e-06	3.15271800843747e-06	-1.46481847872933e-06	-1.20337742381155e-05	5.36747498460982e-07	-1.6480622345567e-05	-1.20311542967349e-05	6.95275652543737e-06
Archaea||Thermoproteota||Thermoproteia||Desulfurococcales||Desulfurococcaceae	full	Archaea	Thermoproteota	Thermoproteia	Desulfurococcales	Desulfurococcaceae	1.41658415093442e-07	-2.13371006148382e-06	1.8454613747592e-06	-1.53735651972313e-06	2.27881511782066e-06	1.31052825091114e-08	-3.48203481586492e-06	1.74445015346727e-06
Archaea||Thermoproteota||Thermoproteia||Desulfurococcales||Ignisphaeraceae	full	Archaea	Thermoproteota	Thermoproteia	Desulfurococcales	Ignisphaeraceae	-2.48473200795759e-06	-2.62447376906507e-06	-9.24124414842505e-07	-7.12831635535041e-06	-6.90181202495408e-07	-8.21929819190419e-07	-7.80652007947274e-06	1.62056122977628e-05
Archaea||Thermoproteota||Thermoproteia||Gearchaeales||Incertae Sedis	full	Archaea	Thermoproteota	Thermoproteia	Gearchaeales	Incertae Sedis	-8.81005592919994e-07	-4.39251113915982e-07	-4.21209395038901e-07	-2.03064230077112e-06	1.24662071995103e-06	-6.17116784421911e-07	-2.06425065352042e-06	2.63884443109239e-06
Archaea||Thermoproteota||Thermoproteia||NA||NA	full	Archaea	Thermoproteota	Thermoproteia	NA	NA	0	0	0	0	0	0	0	0
Archaea||Thermoproteota||Thermoproteia||Sulfolobales||Sulfolobaceae	full	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	-7.14314284072494e-07	-5.6495648470299e-07	-1.56007778343066e-06	-5.68835175065504e-06	-3.77097149132861e-06	-6.36716054938772e-06	-8.17157285679276e-06	5.10519222993987e-06
Archaea||Thermoproteota||Thermoproteia||Thermoproteales||Thermoproteaceae	full	Archaea	Thermoproteota	Thermoproteia	Thermoproteales	Thermoproteaceae	0	0	0	0	0	0	-4.70748702859118e-46	-3.67840846885264e-45
Bacteria||10bav-F6||Incertae Sedis||Incertae Sedis||Incertae Sedis	full	Bacteria	10bav-F6	Incertae Sedis	Incertae Sedis	Incertae Sedis	0	0	0	0	0	0	0	0
Bacteria||Abditibacteriota||Abditibacteriia||Abditibacteriales||Abditibacteriaceae	full	Bacteria	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	-5.54839822692106e-05	-0.000105428388804288	-3.26426159626739e-05	-0.000174857636909942	1.5309927223035e-05	-0.000184943016116077	-0.000205267668309545	0.000133594862132229
Bacteria||Acetothermia||Acetothermiia||Incertae Sedis||Incertae Sedis	full	Bacteria	Acetothermia	Acetothermiia	Incertae Sedis	Incertae Sedis	-1.01837596555389e-05	-9.86176896647583e-06	1.70307384274695e-06	-1.48524063018819e-05	1.71429616875596e-05	-2.54280929963283e-05	-4.37546110394418e-05	-5.27914534741049e-06
Bacteria||Acetothermia||Acetothermiia||KB1 group||Incertae Sedis	full	Bacteria	Acetothermia	Acetothermiia	KB1 group	Incertae Sedis	-5.00767050693079e-06	3.16627144654247e-06	3.59507000287196e-06	7.04696857065345e-06	-1.43552347891676e-05	1.1308501264615e-05	7.78946244078383e-06	2.53130943453694e-06
Bacteria||Acidobacteriota||AT-s3-28||Incertae Sedis||Incertae Sedis	full	Bacteria	Acidobacteriota	AT-s3-28	Incertae Sedis	Incertae Sedis	-2.17578998695998e-05	-5.60397976193295e-05	-1.37210150137372e-05	-8.47498999103742e-05	3.66537467336428e-05	-0.00012862002043438	-9.48890353067391e-05	1.70881579072137e-05
Bacteria||Acidobacteriota||Acidobacteriae||AKIW659||Incertae Sedis	full	Bacteria	Acidobacteriota	Acidobacteriae	AKIW659	Incertae Sedis	-2.79485495265259e-05	-0.000113128985677821	-3.56531406194697e-05	-9.29981023261176e-05	8.49962442162766e-05	-2.03692120563924e-05	-8.72986035003887e-05	7.77343678931254e-05
Bacteria||Acidobacteriota||Acidobacteriae||AMGG11||Incertae Sedis	full	Bacteria	Acidobacteriota	Acidobacteriae	AMGG11	Incertae Sedis	-3.53479079861735e-06	-4.76497037832991e-06	-5.31369114743232e-06	-8.43850725824221e-06	8.62322527170494e-06	3.68657405287583e-06	-1.13780081294782e-05	3.10149107160586e-06
Bacteria||Acidobacteriota||Acidobacteriae||Bryobacterales||Bryobacteraceae	full	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	-0.000451505478134379	-0.00112267778308916	-0.000451304080142333	-0.00168682070180337	0.000225778800051625	-0.00132457560047655	-0.00166643939900642	0.000904799093753364
Bacteria||Acidobacteriota||Acidobacteriae||Elev-16S-1166||Incertae Sedis	full	Bacteria	Acidobacteriota	Acidobacteriae	Elev-16S-1166	Incertae Sedis	-5.62938621969975e-05	-9.01038434695879e-05	-0.000108899655807199	-0.000303656529022879	0.00020837379744463	-0.000204335351634539	-0.000338428220447452	0.000175711610108449
