"taxon"	"projection"	"kingdom"	"phylum"	"class"	"order"	"family"	"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||Lentimicrobiaceae"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Lentimicrobiaceae"	-0.0004425909463099	0.000690191731366633	-0.00631414713307933	0.00180677629095551	-0.0060143847103722	0.0111385703882533	-0.00557307815128002	-0.00815083211450915
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||LiUU-11-161"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"LiUU-11-161"	-1.26634375557952e-05	1.59002452707407e-05	-0.000142074398138567	5.1203567605792e-05	-0.000316778925430031	0.00042218280395092	-0.000299406873786214	-0.000305720568063659
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||NA"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	NA	-0.000220385525495743	0.000197194152554461	-0.00201280929739041	0.000888629987538504	-0.00554208137193316	0.00595047897337622	-0.00564592323414026	-0.00471121432861186
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||NS11-12 marine group"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12 marine group"	-0.000260501457643981	0.000758347204454807	-0.00187975948840922	0.00108627559949724	-0.00528832701067172	0.00610643488784156	-0.00463718948645232	-0.00407568893583448
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||S15-21"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"S15-21"	-1.28389883275028e-06	3.33478844001105e-05	-9.03358193178717e-06	2.77925888365521e-05	-0.000208903104479157	0.00024143454575285	-0.000148563509479551	-0.00014824299249114
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||S15A-MN91"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"S15A-MN91"	-1.87102170332989e-05	1.20888224006893e-06	-4.27049280120349e-05	7.27880298900522e-06	-0.000161926642264084	0.000224314515503571	-0.000192745247436558	-0.00013914557904199
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||ST-12K33"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"ST-12K33"	-0.000135238249128903	0.000807497758948772	-0.00064214712292837	0.000468896562612439	-0.000979207559480273	0.00147333713871167	-0.000754008694124642	-0.00108461235364796
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||Sphingobacteriaceae"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"Sphingobacteriaceae"	-0.00360566249546737	0.00498340379574234	-0.0143544955236888	0.0115220717159783	-0.0385077776105143	0.0468485927409603	-0.0384717448608486	-0.0330358519040446
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||env"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"env"	-0.00103340022323586	0.00172769542437766	-0.00457167068145659	0.00511022803443341	-0.0175616760768848	0.018250072048348	-0.0139800900447579	-0.0133025650525737
"Bacteria||Bacteroidota||Bacteroidia||Sphingobacteriales||s74e-6049"	"noneurope"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"s74e-6049"	-3.85275734014726e-05	1.82949989120401e-07	3.45465767812445e-05	5.67495055693109e-05	-6.99910583158899e-05	4.44382807093503e-05	-2.87686950077612e-05	-8.44240820980572e-05
"Bacteria||Balneolota||Balneolia||Balneolales||Balneolaceae"	"noneurope"	"Bacteria"	"Balneolota"	"Balneolia"	"Balneolales"	"Balneolaceae"	-0.000872781715511052	-3.08978616664926e-05	-0.00117554961181531	0.00113821565329039	-0.00222108681961757	0.00480144966740099	-0.00424582305609155	-0.00410852118727367
"Bacteria||Bdellovibrionota||Bacteriovoracia||Bacteriovoracales||Bacteriovoracaceae"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Bacteriovoracia"	"Bacteriovoracales"	"Bacteriovoracaceae"	-0.00128904378348047	0.00124986323484573	-0.00525826127991115	0.0056941444713106	-0.0181914016173328	0.0200800219885088	-0.0140208890568014	-0.0152050332231158
"Bacteria||Bdellovibrionota||Bdellovibrionia||Bdellovibrionales||Pseudobdellovibrionaceae"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Pseudobdellovibrionaceae"	-0.00154284352886113	0.00237860790800031	-0.0101185637442832	0.00708510247827893	-0.02947638001514	0.0337875218146147	-0.0256252097641986	-0.0249830422719688
"Bacteria||Bdellovibrionota||NA||NA||NA"	"noneurope"	"Bacteria"	"Bdellovibrionota"	NA	NA	NA	-3.1525852045194e-06	-4.468261593177e-06	-5.97276929042784e-05	2.77211431065877e-05	-0.000172510129249064	0.000193939734895923	-0.000166755489585931	-0.000179196429627693
"Bacteria||Bdellovibrionota||Oligoflexia||0319-6G20||Incertae Sedis"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"0319-6G20"	"Incertae Sedis"	-0.00127994409256098	0.00151059247176222	-0.0108891911079799	0.00625841584441192	-0.0314982932989991	0.0355502908131739	-0.0270891805800726	-0.0280543298132325
"Bacteria||Bdellovibrionota||Oligoflexia||053A03-B-DI-P58||Incertae Sedis"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"053A03-B-DI-P58"	"Incertae Sedis"	-1.4377867106678e-05	1.52704081029835e-05	-5.08735173106873e-05	2.04830552862971e-05	-9.58276695239198e-05	0.000115464313814117	-0.000125973162373777	-0.000104273327231426
"Bacteria||Bdellovibrionota||Oligoflexia||NA||NA"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	NA	NA	-1.41104268600917e-06	3.67750217462803e-05	8.05190513964909e-06	5.41514521176529e-05	-9.03497485960338e-05	0.000125836747226597	-0.00012688925488848	-3.70871457554518e-05
"Bacteria||Bdellovibrionota||Oligoflexia||Oligoflexales||Oligoflexaceae"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	-0.000302828255424594	0.000476030387895515	-0.00157714322395089	0.00124043567485669	-0.00534518479431441	0.00613500908131136	-0.00479433525161205	-0.00399754684793171
"Bacteria||Bdellovibrionota||Oligoflexia||Silvanigrellales||Silvanigrellaceae"	"noneurope"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Silvanigrellales"	"Silvanigrellaceae"	-3.8607770513932e-05	0.000126126722331867	-0.00036168418459771	0.000305853769498858	-0.00116552097938964	0.00114858753141927	-0.0010645945546531	-0.00092300505000461
"Bacteria||Caldisericota||Caldisericia||Caldisericales||Caldisericaceae"	"noneurope"	"Bacteria"	"Caldisericota"	"Caldisericia"	"Caldisericales"	"Caldisericaceae"	-3.22580928597531e-05	2.01495083048351e-05	-4.21487622932908e-06	7.67237415369092e-05	-0.000214306292042508	9.86311208371555e-05	-0.000207446198433138	-0.000204333729784447
"Bacteria||Caldisericota||Caldisericia||Caldisericales||LF045"	"noneurope"	"Bacteria"	"Caldisericota"	"Caldisericia"	"Caldisericales"	"LF045"	0	0	0	0	0	0	0	0
"Bacteria||Caldisericota||Caldisericia||Caldisericales||NA"	"noneurope"	"Bacteria"	"Caldisericota"	"Caldisericia"	"Caldisericales"	NA	0	0	0	0	0	0	0	0
"Bacteria||Caldisericota||Caldisericia||Caldisericales||TTA-B1"	"noneurope"	"Bacteria"	"Caldisericota"	"Caldisericia"	"Caldisericales"	"TTA-B1"	-4.64332058959657e-05	5.02469034369778e-05	-9.70874020818188e-05	0.000125204962290109	-0.000316765478013908	0.00031781957977114	-0.000272288554923901	-0.000179609001588846
"Bacteria||Caldisericota||Caldisericia||Caldisericales||TTA-B15"	"noneurope"	"Bacteria"	"Caldisericota"	"Caldisericia"	"Caldisericales"	"TTA-B15"	0	0	0	0	0	0	0	0
"Bacteria||Caldisericota||Caldisericia||Caldisericales||WCHB1-02"	"noneurope"	"Bacteria"	"Caldisericota"	"Caldisericia"	"Caldisericales"	"WCHB1-02"	-3.91754711293607e-05	3.15943733792531e-05	-0.000218445407913983	8.16526495951503e-05	-0.000450779357189799	0.000534807846937624	-0.000517088430698037	-0.000321056823407158
"Bacteria||Calditrichota||Calditrichia||Calditrichales||Calditrichaceae"	"noneurope"	"Bacteria"	"Calditrichota"	"Calditrichia"	"Calditrichales"	"Calditrichaceae"	-0.000206626426547269	0.000334666583955702	-0.00174697172253552	0.000561729513734335	-0.00393551628134205	0.0044143292252788	-0.0039387116343556	-0.00371832914608685
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Arcobacteraceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Arcobacteraceae"	-0.00107903968379529	0.0020678088545325	-0.0081009583574958	0.00354189966335659	-0.0204231876839413	0.0235191323433621	-0.0206626689200881	-0.0165681398127565
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Campylobacteraceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Campylobacteraceae"	-0.0126405363137507	0.00379013691524808	-0.0140204811868023	0.00950594200101683	-0.0325830152213754	0.0316483281187652	-0.0383053093183695	-0.029113504859575
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Helicobacteraceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Helicobacteraceae"	-0.00259334145656658	0.00324554012578109	0.00854529757348491	-0.00218494838493646	0.0296508480597543	-0.0423964006414434	0.0331852792506675	0.0337569855194398
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Incertae Sedis"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Incertae Sedis"	-0.000194390159843284	-5.57239162660047e-06	-0.00237983469376092	0.000902611328233246	-0.00681723756165232	0.00730805373043256	-0.00678009616906657	-0.00610266043793769
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||NA"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	NA	-0.000164597491048917	9.81498083693558e-05	-0.000645067771941791	0.000282936380653547	-0.000876303398710836	0.00110452034489567	-0.000494300164262969	-0.000532135033413901
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||P6-b51"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"P6-b51"	0	0	0	0	0	0	0	0
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Rs-M59 termite group"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Rs-M59 termite group"	-2.08015694356315e-05	2.63405617178564e-05	-0.00027345989871165	9.812441896614e-05	5.17022663780125e-05	0.000217100524842368	-5.11423977991105e-06	-0.000120689736024303
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Sulfurimonadaceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurimonadaceae"	-0.00134096200302915	-0.000127864989645298	-0.0068348373867328	0.00318573413084515	-0.0169809055935181	0.0217352850426306	-0.0188693966486329	-0.0175665685664667
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Sulfurospirillaceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurospirillaceae"	-0.000420048134972579	0.000340659692758202	-0.0046013639388718	0.00188228267912781	-0.012265525801477	0.014003166661099	-0.0125682437997781	-0.0110726989012425
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Sulfurovaceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurovaceae"	-0.000216299308264579	0.000333928648571397	-0.00255743116930442	0.00125620838450869	-0.00744369274905853	0.0078955316534433	-0.00718605854837237	-0.0061081432367399
"Bacteria||Campylobacterota||Campylobacteria||Campylobacterales||Thioreductoraceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Thioreductoraceae"	0	0	0	0	0	0	0	0
"Bacteria||Campylobacterota||Campylobacteria||Nautiliales||Nautiliaceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Nautiliales"	"Nautiliaceae"	0	0	0	0	0	0	0	0
"Bacteria||Campylobacterota||Desulfurellia||Desulfurellales||Desulfurellaceae"	"noneurope"	"Bacteria"	"Campylobacterota"	"Desulfurellia"	"Desulfurellales"	"Desulfurellaceae"	0	0	0	0	0	0	0	0
"Bacteria||Campylobacterota||NA||NA||NA"	"noneurope"	"Bacteria"	"Campylobacterota"	NA	NA	NA	5.98102750201267e-07	-5.98553170589077e-06	1.89710606416098e-05	-4.67023920831652e-06	-2.14077500698023e-05	1.14561388320482e-05	-2.120614201243e-05	-4.28188711242459e-05
"Bacteria||Candidatus Eremiobacterota||Eremiobacteria||Incertae Sedis||Incertae Sedis"	"noneurope"	"Bacteria"	"Candidatus Eremiobacterota"	"Eremiobacteria"	"Incertae Sedis"	"Incertae Sedis"	-0.000444689828303224	0.00103427335783812	-0.00488235116577366	0.0028928711706727	-0.0140904887332129	0.0160408729233065	-0.0130654707381271	-0.0117337501710286
"Bacteria||Candidatus Kapabacteria||Kapabacteria||Kapabacteriales||Incertae Sedis"	"noneurope"	"Bacteria"	"Candidatus Kapabacteria"	"Kapabacteria"	"Kapabacteriales"	"Incertae Sedis"	-0.000638742259344278	0.00166659502168656	-0.00534374235326119	0.00258997897836315	-0.0144867105340131	0.0157354785407873	-0.0137322271780307	-0.0129163294929659
"Bacteria||Candidatus Kryptonia||Kryptonia||Kryptoniales||BSV26"	"noneurope"	"Bacteria"	"Candidatus Kryptonia"	"Kryptonia"	"Kryptoniales"	"BSV26"	-0.000150446614536338	0.000506394267720215	-0.00130969027924485	0.000887638194567669	-0.00398867260924098	0.0042947933012317	-0.00369083100740913	-0.00309325802787091
"Bacteria||Candidatus Kryptonia||Kryptonia||Kryptoniales||Kryptoniaceae"	"noneurope"	"Bacteria"	"Candidatus Kryptonia"	"Kryptonia"	"Kryptoniales"	"Kryptoniaceae"	-1.40682082568222e-05	1.2233733416164e-05	-4.18299580458604e-05	2.27790159769941e-05	-0.000162409409643524	0.000165589517747929	-0.000168844044735835	-0.000111366417136359
"Bacteria||Candidatus Kryptonia||Kryptonia||Kryptoniales||MSB-3C8"	"noneurope"	"Bacteria"	"Candidatus Kryptonia"	"Kryptonia"	"Kryptoniales"	"MSB-3C8"	-1.20241280893325e-05	1.17901280955172e-05	-5.12130522452069e-05	3.77600227306647e-06	-7.80094256618602e-05	3.92289131384175e-05	-0.000144287836050924	-6.92093324967767e-05
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||Chlamydiaceae"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Chlamydiaceae"	-0.000174581848686517	0.000503144134676432	-0.000705977975810629	0.000330063626869138	-0.000785926916147161	0.00138059358822248	-0.000939527646040233	-0.000972452026917367
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||Criblamydiaceae"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Criblamydiaceae"	-3.36233140285193e-06	2.07605643264271e-05	1.36056887047188e-05	2.39783338072725e-05	6.48288087862917e-06	5.59333116456409e-05	-2.32498255296753e-05	-1.27079218537818e-05
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||Incertae Sedis"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||NA"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	NA	-9.91725681938618e-05	0.000238693733970787	-0.00134158884977138	0.000826178072862097	-0.00330564805760286	0.00413631953076249	-0.00303549428308422	-0.00278814319440651
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||Parachlamydiaceae"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Parachlamydiaceae"	-0.000393587376372197	0.000351246586665098	-0.00350693942563287	0.00167052620844707	-0.00938009253497982	0.0114199043207816	-0.0098243478857499	-0.00849129497953835
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||Simkaniaceae"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Simkaniaceae"	-0.00029578947263288	0.000384335931553463	-0.00318295317177824	0.00158215691673708	-0.00810347231316855	0.00957870240599198	-0.00747981969907825	-0.00728346505149275
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||Waddliaceae"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"Waddliaceae"	-9.36553699560787e-06	-6.1599473859346e-06	-8.66627407621963e-05	7.74611546721999e-05	-0.00014262281176443	0.000231882598190473	-0.000102765054421138	-0.000139598021063903
"Bacteria||Chlamydiota||Chlamydiia||Chlamydiales||cvE6"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"Chlamydiales"	"cvE6"	-0.000313898827907037	0.000299885295365193	-0.00393523877599319	0.00164887027298453	-0.0105385792730755	0.0122677632929206	-0.0108671055545555	-0.00920334801042805
"Bacteria||Chlamydiota||Chlamydiia||LD1-PA32||Incertae Sedis"	"noneurope"	"Bacteria"	"Chlamydiota"	"Chlamydiia"	"LD1-PA32"	"Incertae Sedis"	0	0	0	0	0	0	0	0
"Bacteria||Chlorobiota||Chlorobia||Chlorobiales||Chlorobiaceae"	"noneurope"	"Bacteria"	"Chlorobiota"	"Chlorobia"	"Chlorobiales"	"Chlorobiaceae"	-1.50204739911362e-06	-1.96407064359592e-06	-2.23997500091441e-06	2.17232544082876e-06	3.11623057552289e-06	6.20609230107043e-07	1.31258949263951e-06	4.2108187270721e-06
"Bacteria||Chlorobiota||Chlorobia||Chlorobiales||Chloroherpetonaceae"	"noneurope"	"Bacteria"	"Chlorobiota"	"Chlorobia"	"Chlorobiales"	"Chloroherpetonaceae"	-7.3369298234067e-06	6.76113867347521e-06	-1.98030392248993e-05	1.25185088669163e-05	-0.000158679649081031	9.29363143139373e-05	-0.000125611335534082	-0.000100739056473529
"Bacteria||Chlorobiota||OC31||Incertae Sedis||Incertae Sedis"	"noneurope"	"Bacteria"	"Chlorobiota"	"OC31"	"Incertae Sedis"	"Incertae Sedis"	-2.55683272338561e-06	1.64143695298283e-06	-4.80481467999939e-05	3.19408266482924e-05	-0.000109931975677485	0.00018744411109355	-0.000105210940850602	-0.000117907662830087
"Bacteria||Chloroflexota||AD3||Incertae Sedis||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"AD3"	"Incertae Sedis"	"Incertae Sedis"	-0.000282930524029514	0.000523212639405018	-0.00279278667182035	0.00148887449451357	-0.00695595916077418	0.00853086840187716	-0.00649216153343614	-0.0062193010288332
"Bacteria||Chloroflexota||Anaerolineae||1-20||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"1-20"	"Incertae Sedis"	-7.98979744213759e-05	0.000104448637124353	-0.000872360509490645	0.000385054068041788	-0.00237943690972513	0.00261440906427824	-0.00226439646899559	-0.00200416620548461
"Bacteria||Chloroflexota||Anaerolineae||ADurb||Bin180"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"ADurb"	"Bin180"	-2.93578634550089e-05	0.000113984425277656	-0.000137854111885005	0.000107353107502969	-0.000492664986860113	0.000439469523462442	-0.000445415521874984	-0.000338580260967698
"Bacteria||Chloroflexota||Anaerolineae||Aggregatilineales||A4b"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Aggregatilineales"	"A4b"	-0.00083656177576503	0.00193152913872197	-0.00598738615466606	0.00322975357817465	-0.0167159859224187	0.0193897787934446	-0.0155702702615428	-0.0135278086107537
"Bacteria||Chloroflexota||Anaerolineae||Aggregatilineales||Aggregatilineaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Aggregatilineales"	"Aggregatilineaceae"	-0.000395438878174532	0.00133712148223089	-0.00228582444302445	0.00158179063734919	-0.00623010044336133	0.00673082182938815	-0.00508068695449192	-0.00511141009429592
"Bacteria||Chloroflexota||Anaerolineae||Aggregatilineales||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Aggregatilineales"	"Incertae Sedis"	-0.000141655110823325	0.000171005683757328	-0.000914485758224588	0.000369949403076195	-0.0023408059294759	0.00251776796944737	-0.00233685284368073	-0.00182484396779999
"Bacteria||Chloroflexota||Anaerolineae||Aggregatilineales||NA"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Aggregatilineales"	NA	-0.000273900975164911	9.12207061183081e-06	-0.00284970721318788	0.0010453436207768	-0.00789569565873622	0.00837205567542973	-0.00801259786949754	-0.0068042542819956
"Bacteria||Chloroflexota||Anaerolineae||Anaerolineales||Anaerolineaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Anaerolineales"	"Anaerolineaceae"	-0.00140757595425923	0.00217397557549021	-0.010728940048315	0.00516436450344563	-0.0282132068300798	0.0324845300791387	-0.0268378764952956	-0.0244013451427182
"Bacteria||Chloroflexota||Anaerolineae||Ardenticatenales||Ardenticatenaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Ardenticatenales"	"Ardenticatenaceae"	-6.9525391767462e-05	0.000163610618047282	-0.000751165528644038	0.000333441727413564	-0.00169133457599172	0.00195873163546519	-0.0014502876628524	-0.00142426530729982
"Bacteria||Chloroflexota||Anaerolineae||Ardenticatenales||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Ardenticatenales"	"Incertae Sedis"	-0.000500097899241088	0.000309798836644302	-0.00561444929698056	0.00229969116167763	-0.0154365196408073	0.0167895628816108	-0.0154883616997085	-0.0134211621275341
"Bacteria||Chloroflexota||Anaerolineae||C10-SB1A||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"C10-SB1A"	"Incertae Sedis"	-0.000107530631415971	2.04859238960719e-05	-0.00122911811274844	0.000421311402245963	-0.00330287370643036	0.00385589357901542	-0.00354067286641611	-0.00313718019788734
"Bacteria||Chloroflexota||Anaerolineae||Caldilineales||Caldilineaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	-0.00053778750521033	0.000930614283284478	-0.00364047295073966	0.00192482187515468	-0.00990716492836246	0.0108868167863015	-0.00922372208962375	-0.00829209254634239
"Bacteria||Chloroflexota||Anaerolineae||Incertae Sedis||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Incertae Sedis"	"Incertae Sedis"	-9.83623045150429e-05	0.0005907682670863	-0.000781642012732194	0.000546785883842416	-0.00181386194952575	0.00205609792829823	-0.00140696233232809	-0.0015008158638375
"Bacteria||Chloroflexota||Anaerolineae||KZNMV-5-B42||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"KZNMV-5-B42"	"Incertae Sedis"	-5.22798746717249e-07	-8.18013731006363e-07	-4.97306665805151e-06	1.50687760291182e-06	-3.08734564418635e-06	7.08997129965886e-06	-1.40156206759258e-07	-4.01914561452195e-07
"Bacteria||Chloroflexota||Anaerolineae||MSB-5B2||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"MSB-5B2"	"Incertae Sedis"	-2.32228057250223e-05	8.55918326105055e-05	-0.00016991023782794	4.15018334916354e-05	-0.000206983467173654	0.000389998379572752	-0.00027013395333989	-0.000372395569095154
"Bacteria||Chloroflexota||Anaerolineae||MSB-5E12||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"MSB-5E12"	"Incertae Sedis"	-2.23875858527548e-05	4.25948109792098e-05	-9.71095849010357e-05	0.000122298559362435	-0.000328587514251693	0.000441824869862621	-0.000341231608667505	-0.000339706200779987
"Bacteria||Chloroflexota||Anaerolineae||NA||NA"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	NA	NA	-7.15740161790597e-05	0.000334235265714169	-0.000775744518340626	0.000456022238845853	-0.00235333767453152	0.00254863136995977	-0.00202952409399117	-0.00182056095474517
"Bacteria||Chloroflexota||Anaerolineae||RBG-13-54-9||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"RBG-13-54-9"	"Incertae Sedis"	-0.00065419691316552	0.000909289159035663	-0.00432799875788852	0.00242935544159552	-0.0117794201384857	0.012792167175104	-0.0114245873430411	-0.00962599564509758
"Bacteria||Chloroflexota||Anaerolineae||SJA-15||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"SJA-15"	"Incertae Sedis"	-0.000414412158597449	0.000807868616786374	-0.00273760502577183	0.0013935895079469	-0.00762900472020284	0.0085520827965783	-0.00695580069950847	-0.00625695668759154
"Bacteria||Chloroflexota||Anaerolineae||Thermoflexales||Thermoflexaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Anaerolineae"	"Thermoflexales"	"Thermoflexaceae"	-8.61863288850281e-06	7.21183247618002e-06	-2.71210597225331e-05	1.34807728138123e-05	-4.45485703144029e-05	9.65601742080898e-05	-7.55450141352657e-05	-3.65415116241793e-05
"Bacteria||Chloroflexota||Chloroflexia||Chloroflexales||Chloroflexaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Chloroflexales"	"Chloroflexaceae"	-7.74086115358811e-05	0.000321649368921968	-0.000558217532327264	0.000375772509610416	-0.00150511935566872	0.00187535335702912	-0.00127587715056337	-0.00126163303543819
"Bacteria||Chloroflexota||Chloroflexia||Chloroflexales||Herpetosiphonaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Chloroflexales"	"Herpetosiphonaceae"	-7.27543991627079e-05	0.000220725011758561	-0.00033720156917978	0.000276518018353789	-0.00114479277270937	0.00134286437600924	-0.00109476242300797	-0.000959662751112151
"Bacteria||Chloroflexota||Chloroflexia||Chloroflexales||NA"	"noneurope"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Chloroflexales"	NA	0	0	0	0	0	0	0	0
"Bacteria||Chloroflexota||Chloroflexia||Chloroflexales||Roseiflexaceae"	"noneurope"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Chloroflexales"	"Roseiflexaceae"	-0.000395418176732686	0.00108253738122421	-0.0025222158936546	0.00154648718686717	-0.0070585863710625	0.00743660095181277	-0.00643963637700296	-0.00545436574632957
"Bacteria||Chloroflexota||Chloroflexia||Elev-1554||Incertae Sedis"	"noneurope"	"Bacteria"	"Chloroflexota"	"Chloroflexia"	"Elev-1554"	"Incertae Sedis"	-1.1821440593799e-05	3.18636445384215e-05	-5.92561452116254e-05	3.833730873419e-05	-0.000155882298615621	0.000161912729265244	-0.000186437056798648	-0.000185214458221529
